filename,sg,verdict,ops,n_ops,nsym
Co2P2_4_x025,Cmc2_1,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Co2P2_4_x050,P2_1,ALTERMAGNET,rotation,1,2
Co2P2_4_x975,Cmc2_1,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Co2P2_4_y025,Cmc2_1,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Co2P2_4_y050,P2_1,ALTERMAGNET,rotation,1,2
Co2P2_4_y950,P2_1,ALTERMAGNET,rotation,1,2
Co2P2_4_y975,Cmc2_1,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Co2P2_4_z050,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Co2P2_4_z975,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Co2Pb2_4,C2/m,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,4,8
Co2Pb2_4_st975,C2/m,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,4,8
Co2Pb2_4_x950,P-1,conventional_AFM_translation,inversion|translation,2,4
Co2Pb2_4_y950,P-1,conventional_AFM_translation,inversion|translation,2,4
Co2Pb2_4_y975,P-1,conventional_AFM_translation,inversion|translation,2,4
Co2Pb2_4_z025,P-1,conventional_AFM_translation,inversion|translation,2,4
Co2Pb2_4_z950,C2/m,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,4,8
Co2Pb3_1_st025,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Co2Pb3_1_st050,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Co2Pb3_1_st975,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Co2Pb3_1_x025,P-1,conventional_AFM_inversion,inversion,1,2
Co2Pb3_1_x050,P-1,conventional_AFM_inversion,inversion,1,2
Co2Pb3_1_x950,P-1,conventional_AFM_inversion,inversion,1,2
Co2Pb3_1_x975,P-1,conventional_AFM_inversion,inversion,1,2
Co2Pb3_1_y025,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Co2Pb3_1_y050,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Co2Pb3_1_y950,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Co2Pb3_1_y975,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Co2Pb3_1_z025,P-1,conventional_AFM_inversion,inversion,1,2
Co2Pb3_1_z050,P-1,conventional_AFM_inversion,inversion,1,2
Co2Pb3_1_z950,P-1,conventional_AFM_inversion,inversion,1,2
Co2Pb3_1_z975,P-1,conventional_AFM_inversion,inversion,1,2
Co2S2_1,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Co2S2_1_st025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Co2S2_1_st050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Co2S2_1_st950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Co2S2_1_y050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Co2S2_1_z050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Co2S2_1_z975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Co2Sb3_1,P-3m1,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,6,12
Co2Sb3_1_st025,P-3m1,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,6,12
Co2Sb3_1_st050,P-3m1,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,6,12
Co2Sb3_1_st950,P-3m1,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,6,12
Co2Sb3_1_x025,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Co2Sb3_1_x050,P-1,conventional_AFM_inversion,inversion,1,2
Co2Sb3_1_x950,P-1,conventional_AFM_inversion,inversion,1,2
Co2Sb3_1_x975,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Co2Sb3_1_y025,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Co2Sb3_1_y050,P-1,conventional_AFM_inversion,inversion,1,2
Co2Sb3_1_y950,P-1,conventional_AFM_inversion,inversion,1,2
Co2Sb3_1_y975,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Co2Sb3_1_z025,P-3m1,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,6,12
Co2Sb3_1_z050,P-3m1,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,6,12
Co2Sb3_1_z950,P-3m1,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,6,12
Co2Sb3_1_z975,P-3m1,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,6,12
Co2Se2_3,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Co2Se2_3_st025,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Co2Se2_3_st050,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Co2Se2_3_st950,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Co2Se2_3_st975,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Co2Se2_3_x025,P2_1,ALTERMAGNET,rotation,1,2
Co2Se2_3_x050,P2_1,ALTERMAGNET,rotation,1,2
Co2Se2_3_x950,P2_1,ALTERMAGNET,rotation,1,2
Co2Se2_3_x975,Cmc2_1,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Co2Se2_3_y025,Cmc2_1,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Co2Se2_3_y050,P2_1,ALTERMAGNET,rotation,1,2
Co2Se2_3_y950,P2_1,ALTERMAGNET,rotation,1,2
Co2Se2_3_y975,P2_1,ALTERMAGNET,rotation,1,2
Co2Se2_3_z025,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Co2Se2_3_z050,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Co2Se2_3_z950,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Co2Se2_3_z975,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Co2Se4_1,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Co2Se4_1_st025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Co2Se4_1_st050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Co2Se4_1_st975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Co2Se4_1_x025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Co2Se4_1_x050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Co2Se4_1_x950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Co2Se4_1_x975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Co2Se4_1_y025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Co2Se4_1_y050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Co2Se4_1_y950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Co2Se4_1_y975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Co2Se4_1_z025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Co2Se4_1_z050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Co2Se4_1_z950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Co2Se4_1_z975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Co2Sn4_2,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Co2Sn4_2_st050,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Co2Sn4_2_x025,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Co2Sn4_2_x050,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Co2Sn4_2_x950,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Co2Sn4_2_x975,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Co2Sn4_2_z975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Co2Tl3_1,Cmmm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
Co2Tl3_1_st025,Cmmm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
Co2Tl3_1_st050,Cmmm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
Co2Tl3_1_st950,Cmmm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
Co2Tl3_1_st975,Cmmm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
Co2Tl3_1_x025,Cmmm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
Co2Tl3_1_x050,Cmmm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
Co2Tl3_1_x950,Cmmm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
Co2Tl3_1_x975,Cmmm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
Co2Tl3_1_y025,P2/m,conventional_AFM_inversion,inversion|rotation,2,4
Co2Tl3_1_y050,P2/m,conventional_AFM_inversion,inversion|rotation,2,4
Co2Tl3_1_y950,P2/m,conventional_AFM_inversion,inversion|rotation,2,4
Co2Tl3_1_y975,P2/m,conventional_AFM_inversion,inversion|rotation,2,4
Co2Tl3_1_z025,P2/m,conventional_AFM_inversion,inversion|rotation,2,4
Co2Tl3_1_z050,P2/m,conventional_AFM_inversion,inversion|rotation,2,4
Co2Tl3_1_z950,P2/m,conventional_AFM_inversion,inversion|rotation,2,4
Co2Tl3_1_z975,P2/m,conventional_AFM_inversion,inversion|rotation,2,4
Cr2F4_cluster1,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2F4_cluster1_st025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2F4_cluster1_st050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2F4_cluster1_st950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2F4_cluster1_st975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2F4_cluster2,I4_1/amd,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,8,16
Cr2F4_cluster2_st025,I4_1/amd,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,8,16
Cr2F4_cluster2_st050,I4_1/amd,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,8,16
Cr2F4_cluster2_st950,I4_1/amd,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,8,16
Cr2F4_cluster2_st975,I4_1/amd,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,8,16
Cr2F6_cluster1,R-3c,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Cr2F6_cluster1_st025,R-3c,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Cr2F6_cluster1_st050,R-3c,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Cr2F6_cluster1_st950,R-3c,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Cr2F6_cluster1_st975,R-3c,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Cr2F6_cluster2,P6_322,ALTERMAGNET,rotation,6,12
Cr2F6_cluster2_st025,P6_322,ALTERMAGNET,rotation,6,12
Cr2F6_cluster2_st050,P6_322,ALTERMAGNET,rotation,6,12
Cr2F6_cluster2_st950,P6_322,ALTERMAGNET,rotation,6,12
Cr2F6_cluster2_st975,P6_322,ALTERMAGNET,rotation,6,12
Cr2F8_cluster1,C2,ALTERMAGNET,rotation,1,2
Cr2F8_cluster1_st025,C2,ALTERMAGNET,rotation,1,2
Cr2F8_cluster1_st050,C2,ALTERMAGNET,rotation,1,2
Cr2F8_cluster1_st950,C2,ALTERMAGNET,rotation,1,2
Cr2F8_cluster1_st975,C2,ALTERMAGNET,rotation,1,2
Cr2F8_cluster2,Fdd2,ALTERMAGNET,mirror/rotoinv,2,4
Cr2F8_cluster2_st025,Fdd2,ALTERMAGNET,mirror/rotoinv,2,4
Cr2F8_cluster2_st050,Fdd2,ALTERMAGNET,mirror/rotoinv,2,4
Cr2F8_cluster2_st950,Fdd2,ALTERMAGNET,mirror/rotoinv,2,4
Cr2F8_cluster2_st975,Fdd2,ALTERMAGNET,mirror/rotoinv,2,4
Cr2Ga2_2,P4/mmm,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,16,32
Cr2Ga2_2_st050,P4/mmm,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,16,32
Cr2Ga2_2_st950,P4/mmm,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,16,32
Cr2Ga2_2_st975,P4/mmm,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,16,32
Cr2Ga2_2_x025,C2/m,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,4,8
Cr2Ga2_2_x050,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2Ga2_2_x950,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2Ga2_2_x975,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2Ga2_2_y025,C2/m,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,4,8
Cr2Ga2_2_y050,C2/m,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,4,8
Cr2Ga2_2_y950,C2/m,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,4,8
Cr2Ga2_2_y975,C2/m,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,4,8
Cr2Ga2_2_z025,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2Ga2_2_z050,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2Ga2_2_z950,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2Ga2_2_z975,C2/m,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,4,8
Cr2Ge2_3,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Ge2_3_st025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Ge2_3_st950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Ge2_3_st975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Ge2_3_x025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Ge2_3_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Ge2_3_x950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Ge2_3_x975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Ge2_3_y025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Ge2_3_y050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Ge2_3_y950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Ge2_3_z025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Ge2_3_z950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Ge2_3_z975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Ge3_1,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Cr2Ge3_1_st025,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Cr2Ge3_1_st050,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Cr2Ge3_1_st950,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Cr2Ge3_1_st975,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Cr2Ge3_1_x025,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Ge3_1_x050,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Ge3_1_x950,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Ge3_1_x975,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Ge3_1_y025,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Ge3_1_y050,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Ge3_1_y950,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Ge3_1_y975,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Ge3_1_z025,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Cr2Ge3_1_z050,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Cr2Ge3_1_z950,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Cr2Ge3_1_z975,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Cr2In2_5,P1,compensated_FiM_candidate,,0,1
Cr2In2_5_st025,P1,compensated_FiM_candidate,,0,1
Cr2In2_5_st050,P1,compensated_FiM_candidate,,0,1
Cr2In2_5_st950,P1,compensated_FiM_candidate,,0,1
Cr2In2_5_st975,P1,compensated_FiM_candidate,,0,1
Cr2In2_5_x025,P1,compensated_FiM_candidate,,0,1
Cr2In2_5_x050,P1,compensated_FiM_candidate,,0,1
Cr2In2_5_x975,P1,compensated_FiM_candidate,,0,1
Cr2In2_5_y025,P1,compensated_FiM_candidate,,0,1
Cr2In2_5_y050,P1,compensated_FiM_candidate,,0,1
Cr2In2_5_y950,P1,compensated_FiM_candidate,,0,1
Cr2In2_5_y975,P1,compensated_FiM_candidate,,0,1
Cr2In2_5_z950,P1,compensated_FiM_candidate,,0,1
Cr2In2_5_z975,P1,compensated_FiM_candidate,,0,1
Cr2In5_1,P-1,conventional_AFM_inversion,inversion,1,2
Cr2In5_1_st025,P-1,conventional_AFM_inversion,inversion,1,2
Cr2In5_1_st050,P-1,conventional_AFM_inversion,inversion,1,2
Cr2In5_1_st950,P-1,conventional_AFM_inversion,inversion,1,2
Cr2In5_1_st975,P-1,conventional_AFM_inversion,inversion,1,2
Cr2In5_1_x025,P-1,conventional_AFM_inversion,inversion,1,2
Cr2In5_1_x950,P-1,conventional_AFM_inversion,inversion,1,2
Cr2In5_1_x975,P-1,conventional_AFM_inversion,inversion,1,2
Cr2In5_1_y950,P-1,conventional_AFM_inversion,inversion,1,2
Cr2In5_1_y975,P-1,conventional_AFM_inversion,inversion,1,2
Cr2In5_1_z050,P-1,conventional_AFM_inversion,inversion,1,2
Cr2In5_1_z950,P-1,conventional_AFM_inversion,inversion,1,2
Cr2In8_2,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2In8_2_st025,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2In8_2_st050,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2In8_2_st950,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2In8_2_st975,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2In8_2_x025,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2In8_2_x050,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2In8_2_x950,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2In8_2_x975,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2In8_2_y025,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2In8_2_y950,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2In8_2_y975,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2In8_2_z025,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2In8_2_z050,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2In8_2_z950,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2In8_2_z975,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2N2_7,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2N2_7_st025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2N2_7_st050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2N2_7_st950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2N2_7_st975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2N2_7_x025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2N2_7_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2N2_7_x950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2N2_7_x975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2N2_7_y025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2N2_7_y050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2N2_7_y950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2N2_7_y975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2N2_7_z025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2N2_7_z050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2N2_7_z950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2N2_7_z975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2O2_2,Cccm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2O2_2_st025,Cccm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2O2_2_st050,Cccm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2O2_2_st950,Cccm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2O2_2_st975,Cccm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2O2_2_z025,Cccm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2O2_2_z050,Cccm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2O2_2_z950,Cccm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2O2_2_z975,Cccm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2O4_2,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Cr2O4_2_st025,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Cr2O4_2_st050,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Cr2O4_2_st950,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Cr2O4_2_st975,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Cr2O4_2_x025,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Cr2O4_2_x050,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Cr2O4_2_x950,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Cr2O4_2_x975,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Cr2O4_2_y025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2O4_2_y050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2O4_2_y950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2O4_2_y975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2O4_2_z025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2O4_2_z050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2O4_2_z950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2O4_2_z975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2P18_1,P-1,conventional_AFM_inversion,inversion,1,2
Cr2P18_1_x025,P-1,conventional_AFM_inversion,inversion,1,2
Cr2P18_1_x050,P-1,conventional_AFM_inversion,inversion,1,2
Cr2P18_1_x950,P-1,conventional_AFM_inversion,inversion,1,2
Cr2P18_1_x975,P-1,conventional_AFM_inversion,inversion,1,2
Cr2P18_1_y025,P-1,conventional_AFM_inversion,inversion,1,2
Cr2P18_1_y050,P-1,conventional_AFM_inversion,inversion,1,2
Cr2P18_1_y950,P-1,conventional_AFM_inversion,inversion,1,2
Cr2P18_1_z025,P-1,conventional_AFM_inversion,inversion,1,2
Cr2P18_1_z050,P-1,conventional_AFM_inversion,inversion,1,2
Cr2P18_1_z950,P-1,conventional_AFM_inversion,inversion,1,2
Cr2P4_2,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2P4_2_st025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2P4_2_st050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2P4_2_st950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2P4_2_st975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2P4_2_x025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2P4_2_x050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2P4_2_x950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2P4_2_x975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2P4_2_y025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2P4_2_y050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2P4_2_y950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2P4_2_y975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2P4_2_z025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2P4_2_z050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2P8_1,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2P8_1_st025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2P8_1_st050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2P8_1_st950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2P8_1_st975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2P8_1_x025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2P8_1_x050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2P8_1_x950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2P8_1_x975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2P8_1_y025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2P8_1_y050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2P8_1_y950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2P8_1_y975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2P8_1_z025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2P8_1_z050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2P8_1_z950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2P8_1_z975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2P8_2,C222_1,ALTERMAGNET,rotation,2,4
Cr2P8_2_st025,C222_1,ALTERMAGNET,rotation,2,4
Cr2P8_2_st050,C222_1,ALTERMAGNET,rotation,2,4
