filename,maximum splitting energy,avg_bond_length,max_bond_length,min_bond_length,std_bond_length,center_max_angle,center_min_angle,center_avg_angle,center_std_angle,nonmag_max_angle,nonmag_min_angle,nonmag_std_angle,labelled_1st,labelled_2nd,labelled_3rd,global_1st,global_2nd,global_3rd,avg_long_axis,avg_short_axis,avg_axis_ratio,avg_s,avg_delta,motif0_nonmag_count,magnetic_atomic_number,magnetic_electronegativity,nonmagnetic_atomic_number,nonmagnetic_electronegativity,hungarian_rotation_angle_deg,dimension,avg_motif_measure,unit_cell_volume,packing_fraction,characteristic_length_ratio,p_metric,p_metric_std,d_orb_e,p_orb_e_non,d_lone_pair,proxy_M_magnet,delta_chi,abs_delta_chi,delta_Z,abs_delta_Z,pd_ratio,ax_eq_gap,bond_range,bond_cv,center_angle_spread,nonmag_angle_spread,delta_chi_times_axeq,d_global_local_1st,d_global_local_2nd,d_global_local_3rd,gamma point average splitting,ion1 tot,tot_mag
POSCAR_Al10Fe2_1,0.042896,2.80250476009267,2.882342083820232,2.748272846144582,0.05598458503533173,179.97552266593317,58.22629791501747,98.16815766880495,36.437643278741554,122.09674587160586,28.3063836851194,23.720262898236754,6.054099737767579,7.28253178737188,8.335357396831755,4.051378558691246,5.759568349116664,6.054099737767579,5.76317403972967,2.7507996427206303,2.095092038746969,0.019975775908439148,0.00037336116103125745,12,26,1.83,13,1.61,179.9712124911137,3,51.69300106094037,189.31323985658986,0.27305539274537416,0.648759284318158,8.702782981970793e-06,0.0009877916663011057,7,1,4,4.9,0.21999999999999997,0.21999999999999997,13,13,0.1428571224489825,0.07983732372756203,0.13406923767565004,0.01997661729461726,121.7492247509157,93.79036218648646,0.017564211220063644,-2.0027211790763335,-1.522963438255216,-2.2812576590641758,3.525,3.038,0.002
POSCAR_Al10Fe2_1_st950,0.019014,2.662379522088036,2.7382249796292033,2.6108592038373684,0.053185355783565244,179.97552266594818,58.22629791501721,98.16815766880518,36.437643278742044,122.09674587160566,28.306383685119474,23.72026289823676,5.751394750879215,6.918405198003278,7.918589526990181,3.8488096307566826,5.47158993166083,5.751394750879215,5.475015337743187,2.6132596605845992,2.095092038746969,0.019975775908439214,0.0003733611610295237,12,26,1.83,13,1.61,179.97121249098709,3,44.3202867846237,162.3124390220437,0.27305539274537394,0.6487592843181578,8.702782981968506e-06,0.0009877916662951035,7,1,4,4.9,0.21999999999999997,0.21999999999999997,13,13,0.1428571224489825,0.07584545754116734,0.12736577579183495,0.019976616919452725,121.74922475093096,93.79036218648619,0.016686000659056812,-1.9025851201225326,-1.4468152663424476,-2.167194776110966,4.105,2.798,0.002
POSCAR_Al10Fe2_1_st975,0.042746,2.7324421410903525,2.810283531724709,2.679566024990983,0.054584970409448694,179.97552266595508,58.2262979150172,98.16815766880518,36.4376432787421,122.09674587160566,28.306383685119485,23.72026289823676,5.902747244323405,7.100468492687575,8.126973461910977,3.9500940947239647,5.615579140388747,5.902747244323405,5.619094688736428,2.6820296516526145,2.0950920387469694,0.01997577590843925,0.00037336116102946884,12,26,1.83,13,1.61,179.9712124910504,3,47.91214265521745,175.46675117270394,0.27305539274537377,0.6487592843181575,8.702782981968316e-06,0.0009877916662951439,7,1,4,4.9,0.21999999999999997,0.21999999999999997,13,13,0.1428571224489825,0.07784139063435624,0.13071750673372584,0.019976617111844872,121.74922475093788,93.79036218648618,0.01712510593955837,-1.9526531495994401,-1.4848893522988282,-2.2242262175875718,4.551,2.935,0.003
POSCAR_Al10Fe2_1_x025,0.021152,2.8269419714338846,2.9182087168704918,2.7661145428313185,0.06399410935056046,179.97573438887332,57.904022659261855,98.16817259865422,36.46292794857854,122.24141533507009,28.172109865734136,23.74570899801772,6.055529082669246,7.310888991749083,8.39013036098944,4.096307247278491,5.831213439632463,6.055529082669246,5.834863863760702,2.765123333197786,2.110164484104541,0.022636467089883823,0.0003741385187261484,12,26,1.83,13,1.61,179.99996852596138,3,52.98532608669261,194.04607085017997,0.27305539274537427,0.648759284318158,8.666594676914059e-06,0.000990770436407471,7,1,4,4.9,0.21999999999999997,0.21999999999999997,13,13,0.1428571224489825,0.09126674543660718,0.15209417403917325,0.022637212705462293,122.07171172961147,94.06930546933594,0.020078683996053576,-1.9592218353907542,-1.4796755521166203,-2.3346012783201946,3.728,3.065,0.003
POSCAR_Al10Fe2_1_x050,0.012359,2.8516721518623305,2.954508736031029,2.7661570969003137,0.07550834016935638,179.97594773018034,57.03159611140866,98.16819048796685,36.50079729759756,123.11133076709858,27.793469886825566,23.784692709346622,6.055712797224677,7.318039464917778,8.390247450744033,4.096307247278491,4.253947486599857,5.903726778421661,5.9074203076688265,2.7651642681609925,2.1363727257945193,0.026477974661542822,0.0003749020291919296,12,26,1.83,13,1.61,179.99990534271996,3,54.277651113349485,198.7789018470832,0.27305539274537416,0.648759284318158,8.631284849159652e-06,0.000993863157842947,7,1,4,4.9,0.21999999999999997,0.21999999999999997,13,13,0.1428571224489825,0.10283658416869867,0.1883516391307154,0.026478609626087217,122.94435161877168,95.31786088027302,0.022624048517113707,-1.9594055499461858,-3.0640919783179204,-2.4865206723223716,3.429,3.09,0.006
POSCAR_Al10Fe2_1_x975,0.047069,2.778372082465835,2.8469252167525685,2.706151097262995,0.052889812624842394,179.97531295886765,57.65523224614212,98.16814598714954,36.42584989619418,122.64342391052395,28.22994692738611,23.709196961320714,6.0291262209166,7.240636446585544,8.207068335348644,3.9500940947591507,4.096307247278491,5.6888243110673375,5.692383578161616,2.7082837980067076,2.1018440711501327,0.0190353822407755,0.0003725695672995038,12,26,1.83,13,1.61,179.99990403113284,3,50.40067603476609,184.58040886145412,0.27305539274537416,0.648759284318158,8.739863478396568e-06,0.00098493569300772,7,1,4,4.9,0.21999999999999997,0.21999999999999997,13,13,0.1428571224489825,0.06855313428673337,0.1407741194895733,0.019036252891531085,122.32008071272553,94.41347698313784,0.015081689543081341,-2.0790321261574496,-3.1443291993070526,-2.518244024281307,3.407,3.004,0.003
POSCAR_Al10Fe2_1_y050,0.012021,2.8525785087522837,2.956041315691358,2.7483149561819262,0.08222286850058465,179.97588828044755,56.48838012789429,98.16821338903684,36.518082590159295,123.82664213224986,27.540840558588428,23.805365661200867,6.054247761893235,7.304290830105991,7.450074439515832,4.051378558634946,4.301122609629154,5.906903716852476,5.910595260774887,2.7508352568448764,2.1486563718385434,0.02882357873087216,0.00036700548182657766,12,26,1.83,13,1.61,179.97137601638016,3,54.277651112830384,198.7789018451821,0.27305539274537416,0.648759284318158,8.433480676534756e-06,0.000968519181569616,7,1,4,4.9,0.21999999999999997,0.21999999999999997,13,13,0.1428571224489825,0.10346280693907417,0.20772635950943164,0.028824040924471505,123.48750815255326,96.28580157366143,0.022761817526596315,-2.002869203258289,-3.0031682204768373,-1.5431707226633558,3.386,3.084,0.007
POSCAR_Al10Fe2_1_y950,0.023348,2.753654728081564,2.810442576487868,2.6791674880524043,0.045999471883645546,179.97516942166965,57.565934234945566,98.16811752313679,36.41065323170969,122.57969848435431,28.381171525643204,23.6923007527698,6.005503859881811,7.1637335357340275,7.275322714635126,3.891491884943707,4.051378558634946,5.615838519739869,5.619351595344903,2.678079054254063,2.0982774660760564,0.016703632552589325,0.0003798102054349827,12,26,1.83,13,1.61,179.97111531732207,3,49.1083510073299,179.84757786169686,0.2730553927453742,0.648759284318158,8.979974379323046e-06,0.001007387284332472,7,1,4,4.9,0.21999999999999997,0.21999999999999997,13,13,0.1428571224489825,0.05678784840630424,0.13127508843546387,0.01670487396610497,122.40923518672409,94.19852695871111,0.012493326649386932,-2.114011974938104,-3.1123549770990815,-1.6594841948952572,4.243,2.967,0.006
POSCAR_Al10Fe2_1_y975,0.033551,2.7779206996080914,2.8461587599450064,2.722327084823788,0.048064786298776294,179.9753442972592,58.156989794957184,98.16813546122435,36.41698887875344,121.98723791358506,28.47276567408529,23.698694878256163,6.030040556608535,7.232982745697971,8.296632924007643,3.9938995661123653,5.687235496338154,6.030040556608535,5.6907957570370025,2.7212883689587377,2.0912142452188065,0.01730134424230536,0.00037657505298510034,12,26,1.83,13,1.61,179.97115485074323,3,50.40067603370929,184.5804088575838,0.2730553927453742,0.648759284318158,8.840430628132347e-06,0.0009975522158216787,7,1,4,4.9,0.21999999999999997,0.21999999999999997,13,13,0.1428571224489825,0.06823806033691504,0.12383167512121851,0.017302426596673786,121.81835450230201,93.51447223949977,0.015012373274121308,-2.0361409904961696,-1.5457472493598168,-2.2665923673991077,3.122,3.007,0.003
POSCAR_Al10Fe2_1_z025,0.015864,2.8236949900376587,2.8823450563059057,2.7748875651024774,0.04166900245609746,179.97513048632123,58.43030912913464,98.16812415052433,36.39850172136947,121.87338354571267,28.625632810329456,23.680309397335385,6.180556135937377,7.395978558080016,8.415486852765508,4.051378558634945,5.75956834904553,6.180556135937377,5.763174039678088,2.777076571329382,2.075268958249098,0.01475564237431257,0.0003757630973813084,12,26,1.83,13,1.61,179.9997835452273,3,52.985326086404754,194.04607084912587,0.2730553927453741,0.648759284318158,8.875681675239277e-06,0.000994636475620825,7,1,4,4.9,0.21999999999999997,0.21999999999999997,13,13,0.1428571224489825,0.05865006626824698,0.10745749120342829,0.014756901098103601,121.54482135718659,93.24775073538322,0.012903014579014334,-2.129177577302432,-1.6364102090344863,-2.2349307168281305,3.583,3.057,0.006
POSCAR_Al10Fe2_1_z050,0.021833,2.8451856680849588,2.882348028865586,2.8011518638345083,0.028701030285337263,179.97473555932322,58.62182709111586,98.16809841754566,36.373004054356585,121.69151103350697,28.92900588153032,23.65454126993624,6.307909880650923,7.488592781879966,8.497408864099071,4.051378558634946,5.759568349045532,6.307909880650923,5.763174039678088,2.803403949029276,2.055779724307988,0.010085546919466493,0.0003781322877384823,12,26,1.83,13,1.61,179.99960757141585,3,54.277651113016404,198.77890184586337,0.27305539274537416,0.648759284318158,9.047711983287633e-06,0.0010015585821892068,7,1,4,4.9,0.21999999999999997,0.21999999999999997,13,13,0.1428571224489825,0.03716236078062707,0.08119616503107752,0.01008757372838928,121.35290846820736,92.76250515197665,0.008175719371737954,-2.2565313220159773,-1.729024432834434,-2.189498983448148,6.381,3.26,0.004
POSCAR_Al10Fe2_1_z950,0.602392,2.761065377714224,2.8823361389160365,2.6760955316336283,0.08555207591981723,179.97629824470107,57.03635095995983,98.16824997928896,36.559470863319646,123.25445250673626,27.452776757449207,23.845197637055364,5.768810795904858,7.025089024005252,7.129147505681898,4.051378558634946,5.759568349045532,7.025089024005252,5.763174039678088,2.677349442727895,2.1525673829108802,0.030984720131230572,0.00036846154304594935,12,26,1.83,13,1.61,179.99963740845385,3,49.108351007093674,179.84757786083182,0.27305539274537405,0.6487592843181578,8.354737387490403e-06,0.0009743821412315833,7,1,4,4.9,0.21999999999999997,0.21999999999999997,13,13,0.1428571224489825,0.12127076120181268,0.20624060728240812,0.030985157260377913,122.93994728474124,95.80167574928706,0.026679567464398788,-1.7174322372699118,-1.2655206749597205,-0.10405848167664544,84.0,2.932,0.007
POSCAR_Al10Fe2_1_z975,0.04354,2.7816248426880748,2.8823391113311354,2.7131030865494026,0.07071726042452037,179.97591196551195,57.655920331304046,98.16819944832096,36.491084122962036,122.64520686619592,27.89586115559603,23.77502211139121,5.911399004822849,7.157076451388453,8.257072683118956,4.051378558634945,5.75956834904553,5.911399004822849,5.763174039678088,2.714436353670437,2.1231572562333874,0.02542239993516894,0.00037092706955624424,12,26,1.83,13,1.61,179.9998392115041,3,50.40067603333652,184.58040885621864,0.27305539274537416,0.648759284318158,8.52910333524264e-06,0.0009810360769841348,7,1,4,4.9,0.21999999999999997,0.21999999999999997,13,13,0.1428571224489825,0.10071426864306066,0.16923602478173283,0.025422995191970697,122.31999163420791,94.7493457105999,0.022157139101473343,-1.860020446187904,-1.3975081023429228,-2.345673678296107,4.17,3.001,0.005
POSCAR_Al2Fe2_2,0.082671,2.7072609493717525,3.017882737368647,2.570592945174828,0.15421291155464611,178.13871768754902,58.4645112084831,100.71302286588224,32.56839605334549,127.97818547665203,25.080681680827528,21.981231158625132,2.8255991389549844,4.435807189862496,4.672421328051504,2.8255991389549844,3.4104013190236504,3.8561493811949346,5.148496254174379,2.7589312652244358,1.866119797571526,0.05390392574753461,0.015583515559399838,8,26,1.83,13,1.61,179.999002114271,3,28.682351801135006,57.364703602270005,0.5000000000000001,0.7937005259840999,0.0014800074848314506,6.58282848340214e-17,7,1,4,4.9,0.21999999999999997,0.21999999999999997,13,13,0.1428571224489825,0.31062178799689466,0.44728979219381904,0.056962685709239465,119.67420647906592,102.8975037958245,0.06833679335931682,0.0,-1.0254058708388456,-0.8162719468565696,3.702,3.074,0.004
POSCAR_Al2Fe2_2_st025,0.013031,2.7749424731060457,3.0933298058028518,2.6348577688041894,0.15806823434351114,178.13871768754933,58.46451120848338,100.71302286588227,32.56839605334554,127.97818547665156,25.080681680827748,21.981231158625125,2.896239117428847,4.546702369609043,4.7892318612528,2.896239117428847,3.4956613519992414,3.952553115724808,5.277208660528738,2.827904546855051,1.866119797571523,0.05390392574753439,0.015583515559397777,8,26,1.83,13,1.61,179.9990021150015,3,30.88775575759414,61.77551151518829,0.4999999999999999,0.7937005259840997,0.001480007484838982,6.373070077763995e-17,7,1,4,4.9,0.21999999999999997,0.21999999999999997,13,13,0.1428571224489825,0.3183873326968061,0.45847203699866235,0.056962686222426874,119.67420647906596,102.89750379582381,0.07004521319329733,0.0,-1.0510410176098013,-0.8366787455279918,2.619,3.225,0.002
POSCAR_Al2Fe2_2_st950,0.013366,2.5718979019031645,2.8669886005002043,2.4420632979160777,0.14650226597691277,178.13871768754925,58.46451120848338,100.71302286588224,32.5683960533455,127.97818547665156,25.080681680827727,21.981231158625125,2.684319182007224,4.214016830369357,4.438800261648936,2.684319182007224,3.2398812530724683,3.6633419121351873,4.891071441465661,2.6209847019632186,1.866119797571523,0.0539039257475344,0.015583515559397717,8,26,1.83,13,1.61,179.9990021150015,3,24.59153137549813,49.18306275099624,0.5000000000000001,0.7937005259840999,0.001480007484839068,5.0466440721341016e-17,7,1,4,4.9,0.21999999999999997,0.21999999999999997,13,13,0.1428571224489825,0.29509069859703985,0.42492530258412664,0.056962684601833846,119.67420647906587,102.89750379582384,0.06491995369134876,0.0,-0.9741355772968889,-0.7754583495137486,1.246,2.67,0.0
POSCAR_Al2Fe2_2_x025,0.027716,2.728173865878766,3.0179548492531216,2.598996394387893,0.14400735120558428,178.15883736433733,58.55756760783607,100.7063315710223,32.52564523908622,127.67554643801604,25.426935807852164,21.92676024042779,2.8369430426832745,4.486203820746385,4.679982197589986,2.8369430426832745,3.495661351993581,3.8561493812287284,5.205380103574807,2.7735479593113226,1.876794697600006,0.04998158374640385,0.015467154239824846,8,26,1.83,13,1.61,179.99900873901436,3,29.399410596513775,58.79882119302754,0.5000000000000001,0.7937005259840999,0.0014921911128115582,1.199209314461665e-16,7,1,4,4.9,0.21999999999999997,0.21999999999999997,13,13,0.1428571224489825,0.28978098337435565,0.41895845486522854,0.05278523492268829,119.60126975650127,102.24861063016388,0.06375181634235824,0.0,-0.9905424687528042,-0.8238328163612576,3.166,3.16,0.0
POSCAR_Al2Fe2_2_x050,0.007001,2.7494396817450095,3.0181811774426928,2.6277829965606365,0.1343876696249665,178.17869563033508,58.612961559521935,100.69925501343133,32.502479790785024,127.39037047351087,25.761359923435055,21.886982931948097,2.8371655686479405,4.536457537655131,4.687621640779698,2.8371655686479405,3.5809213850039137,3.856149381228729,5.263030392517301,2.786981902725626,1.8884336447861887,0.046379257757153666,0.01535162738149036,8,26,1.83,13,1.61,179.99901532837757,3,30.11646939209467,60.23293878418933,0.5000000000000001,0.7937005259840999,0.0015041724674566084,1.0044366903728797e-16,7,1,4,4.9,0.21999999999999997,0.21999999999999997,13,13,0.1428571224489825,0.26874149569768324,0.39039818088205624,0.048878184758535545,119.56573407081315,101.62901055007582,0.059123129053490306,0.0,-0.9555361526512169,-0.8314722595509689,1.63,3.175,0.0
POSCAR_Al2Fe2_2_x950,0.010943,2.57767804956519,2.7211038202254008,2.514987267514399,0.08482146504247967,178.09770671078363,67.01045372081293,101.10561834484292,35.09201159188835,90.82836597673128,34.90934359049551,19.65912606976652,2.7501783591642535,2.8837000757252533,4.275149363709857,2.7501783591642535,2.8837000757252533,3.2398812530940737,5.037131389332455,2.8963903870263565,1.7391065140579811,0.08379223162395488,0.2788163164831817,6,26,1.83,13,1.61,179.9968863550512,3,13.717904161617156,54.4964684232845,0.25172097492754153,0.6314027489757985,0.002040055886015107,6.95839462264934e-17,7,1,4,4.9,0.21999999999999997,0.21999999999999997,13,13,0.1428571224489825,0.1434257706602109,0.2061165527110016,0.0329061389767619,111.0872529899707,55.91902238623577,0.031553669545246396,0.0,0.0,-1.035268110615783,1.769,2.784,0.001
POSCAR_Al2Fe2_2_x975,0.031944,2.6867123586221315,3.0179648528913834,2.5425854921119804,0.16484369233869495,178.11833954790205,57.76768307881983,100.71929441847487,32.63162829078597,128.4879831204813,24.72989550560696,22.050953017409846,2.7877308549679305,4.354931872786927,4.650282054732688,2.7877308549679305,3.325141286008929,3.856149381228729,5.130794485228732,2.7200002117455364,1.8863213550766929,0.058081345570702374,0.015700619307202488,8,26,1.83,13,1.61,179.99899546645776,3,27.96529300632902,55.93058601265803,0.5000000000000001,0.7937005259840999,0.0014676221944530897,8.48089697068171e-17,7,1,4,4.9,0.21999999999999997,0.21999999999999997,13,13,0.1428571224489825,0.33125249426925185,0.475379360779403,0.06135514672962145,120.35065646908222,103.75808761487433,0.0728755487392354,0.0,-1.029790586777998,-0.7941326735039596,3.587,2.824,0.001
POSCAR_Al2Fe2_2_y025,0.014834,2.73364942424997,3.068620189538001,2.6065195462220196,0.154009056749794,178.16456462708175,57.46298447449277,100.70144482144799,32.68182589806294,127.76824865606957,24.960856371665034,22.023467149266857,2.826939043170166,2.9317511506893776,4.446979217145269,2.826939043170166,2.9317511506893776,3.4104013190489937,5.22110706403679,2.7601901642926086,1.8915751282574673,0.052565104709176656,0.015637738541844696,8,26,1.83,13,1.61,179.99900477711398,3,29.399410596534928,58.79882119306984,0.5000000000000001,0.7937005259840999,0.0014717665615823438,1.0340059153066697e-16,7,1,4,4.9,0.21999999999999997,0.21999999999999997,13,13,0.1428571224489825,0.33497076528803094,0.46210064331598133,0.056338241123880854,120.70158015258897,102.80739228440454,0.0736935683633668,0.0,0.0,-1.036577898096275,2.961,3.138,0.002
