filename,parent,sse,d_CC_1,d_MM_1,mpf,msbi,pd_ratio,dimension
POSCAR_Al3Fe2_2_x975,Al3Fe2_2,0.008457,2.4834580581270784,2.4834580581270784,0.3946569700348507,0.0015940826744197,0.1428571224489825,3
POSCAR_Al3Fe2_2_y025,Al3Fe2_2,0.011615,2.5455843563693823,2.5455843563693823,0.3946569700348507,0.0015635945401049,0.1428571224489825,3
POSCAR_Al3Fe2_2_y050,Al3Fe2_2,0.010364,2.6077105769555384,2.6077105769555384,0.3946569700348507,0.0015488561083428,0.1428571224489825,3
POSCAR_Al3Fe2_2_y975,Al3Fe2_2,0.010483,2.421331921179612,2.421331921179612,0.3946569700348507,0.0015945607918441,0.1428571224489825,3
POSCAR_Al3Fe2_2_z025,Al3Fe2_2,0.007795,2.4834182934884548,2.4834182934884548,0.3946569700348507,0.0016096023454366,0.1428571224489825,3
POSCAR_Al3Fe2_2_z050,Al3Fe2_2,0.013742,2.48337845079314,2.48337845079314,0.3946569700348507,0.0016390024531773,0.1428571224489825,3
POSCAR_Al3Fe2_2_z950,Al3Fe2_2,0.00858,2.483537830982129,2.483537830982129,0.3946569700348507,0.0015191912347792,0.1428571224489825,3
POSCAR_Al3Fe2_2_z975,Al3Fe2_2,0.008667,2.483497983583041,2.483497983583041,0.3946569700348506,0.00154866533577,0.1428571224489825,3
POSCAR_Al5Mn2_1,Al5Mn2_1,0.015454,3.2416731088885187,3.2416731088885187,0.2870373401774825,2.986659483628469e-05,0.1666666388888935,3
POSCAR_Al5Mn2_1_st025,Al5Mn2_1,0.013926,3.3227149366107307,3.3227149366107307,0.2870373401774824,2.986659483628436e-05,0.1666666388888935,3
POSCAR_Al5Mn2_1_st050,Al5Mn2_1,0.015113,3.4037567643329445,3.4037567643329445,0.2870373401774824,2.986659483628401e-05,0.1666666388888935,3
POSCAR_Al5Mn2_1_st975,Al5Mn2_1,0.015802,3.1606312811663058,3.1606312811663058,0.2870373401774823,2.9866594836284e-05,0.1666666388888935,3
POSCAR_Al5Mn2_1_x025,Al5Mn2_1,0.015286,3.250552838933031,3.250552838933031,0.2870373401774824,2.9346429396178224e-05,0.1666666388888935,3
POSCAR_Al5Mn2_1_x050,Al5Mn2_1,0.015588,3.2516494756304817,3.2516494756304817,0.2870373401774824,2.883815642002117e-05,0.1666666388888935,3
POSCAR_Al5Mn2_1_x950,Al5Mn2_1,0.014834,3.152014788804524,3.152014788804524,0.2870373401774823,3.094199772220422e-05,0.1666666388888935,3
POSCAR_Al5Mn2_1_x975,Al5Mn2_1,0.014906,3.196939352609185,3.196939352609185,0.2870373401774824,3.039851774252367e-05,0.1666666388888935,3
POSCAR_Al5Mn2_1_y025,Al5Mn2_1,0.015101,3.24256355758094,3.24256355758094,0.2870373401774824,3.002534145701556e-05,0.1666666388888935,3
POSCAR_Al5Mn2_1_y050,Al5Mn2_1,0.015316,3.24265531301424,3.24265531301424,0.2870373401774824,3.0187859204005816e-05,0.1666666388888935,3
POSCAR_Al5Mn2_1_y950,Al5Mn2_1,0.014216,3.11464575622011,3.11464575622011,0.2870373401774824,2.9562902576592783e-05,0.1666666388888935,3
POSCAR_Al5Mn2_1_y975,Al5Mn2_1,0.01486,3.1816255322823315,3.1816255322823315,0.2870373401774823,2.9712229075070025e-05,0.1666666388888935,3
POSCAR_Al5Mn2_1_z025,Al5Mn2_1,0.01486,3.262508819681506,3.262508819681506,0.2870373401774824,3.0237314056260045e-05,0.1666666388888935,3
POSCAR_Al5Mn2_1_z050,Al5Mn2_1,0.014306,3.27556203773241,3.27556203773241,0.2870373401774824,3.061039660241903e-05,0.1666666388888935,3
POSCAR_Al5Mn2_1_z975,Al5Mn2_1,0.015625,3.2067439285075587,3.2067439285075587,0.2870373401774824,2.949862807760588e-05,0.1666666388888935,3
POSCAR_As1V2_1,As1V2_1,0.010596,2.826201531867102,2.826201531867102,0.3550732241674879,0.0020249559135061,0.7499998125000469,2
POSCAR_As1V2_1_st050,As1V2_1,0.011958,2.9675116084604607,2.9675116084604607,0.5,0.0020249559135113,0.7499998125000469,2
POSCAR_As1V2_1_x025,As1V2_1,0.006343,2.837769872694673,2.837769872694673,0.4999999999999999,0.0020056148123723,0.7499998125000469,2
POSCAR_As1V2_1_x050,As1V2_1,0.005809,2.848976184595464,2.848976184595464,0.5,0.0019867053813029,0.7499998125000469,2
POSCAR_As1V2_1_x950,As1V2_1,0.005735,2.752404201321988,2.752404201321988,0.5,0.0020648939703008,0.7499998125000469,2
POSCAR_As1V2_1_x975,As1V2_1,0.006191,2.7887998476500675,2.7887998476500675,0.355073224164874,0.0020447194884877,0.7499998125000469,2
POSCAR_As1V2_1_y025,As1V2_1,0.006241,2.8375993797657544,2.8375993797657544,0.5000000000000003,0.0020294069823813,0.7499998125000469,2
POSCAR_As1V2_1_y050,As1V2_1,0.005902,2.84911402705175,2.84911402705175,0.3519674163755247,0.0020335311986079,0.7499998125000469,2
POSCAR_As1V2_1_y950,As1V2_1,0.006592,2.751235853226922,2.751235853226922,0.5000000000000001,0.0020149831615533,0.7499998125000469,2
POSCAR_As1V2_1_y975,As1V2_1,0.005919,2.7884499363200743,2.7884499363200743,0.3519674163731144,0.0020201556802379,0.7499998125000469,2
POSCAR_As1V2_1_z025,As1V2_1,0.005736,2.8479384755934896,2.8479384755934896,0.3433828452410362,0.002039921267181,0.7499998125000469,2
POSCAR_As1V2_1_z050,As1V2_1,0.006135,2.8698849752789,2.8698849752789,0.3352070632110194,0.0020549308287745,0.7499998125000469,2
POSCAR_As1V2_1_z950,As1V2_1,0.006102,2.7116828470434307,2.7116828470434307,0.1666666666666666,0.0014712558247998,0.7499998125000469,3
POSCAR_As1V2_1_z975,As1V2_1,0.006598,2.791147783583419,2.791147783583419,0.4999999999999998,0.0020100680919285,0.7499998125000469,2
POSCAR_As2Cr2_1,As2Cr2_1,0.740445,4.170863954365909,3.114746388579818,0.25,0.3944287149528502,0.599999880000024,3
POSCAR_As2Cr2_1_st025,As2Cr2_1,0.748907,4.275135553225036,3.192615048294313,0.25,0.3944287149528513,0.599999880000024,3
POSCAR_As2Cr2_1_st950,As2Cr2_1,0.779899,3.962320756647596,2.959009069150828,0.25,0.3944287149528513,0.599999880000024,3
POSCAR_As2Cr2_1_st975,As2Cr2_1,0.709517,4.066592355506741,3.0368777288653224,0.25,0.3944287149528513,0.599999880000024,3
POSCAR_As2Cr2_1_z025,As2Cr2_1,0.688894,4.268526132739935,3.114746388592282,0.2499999999999999,0.3922180240533093,0.599999880000024,3
POSCAR_As2Cr2_1_z050,As2Cr2_1,0.670694,4.361861591349202,3.114746388592282,0.2499999999999998,0.3899472511716264,0.599999880000024,3
POSCAR_As2Cr2_1_z950,As2Cr2_1,0.868294,3.976031782665405,3.1147463885922826,0.2499999999999999,0.3986513992069236,0.599999880000024,3
POSCAR_As2Cr2_1_z975,As2Cr2_1,0.805968,4.073361910752075,3.1147463885922826,0.2499999999999999,0.3965747090893971,0.599999880000024,3
POSCAR_As2Cr2_4,As2Cr2_4,0.014335,4.765279785290642,3.060692458020663,0.2499999999999999,0.0015399285254997,0.599999880000024,3
POSCAR_As2Cr2_4_st025,As2Cr2_4,0.013762,4.884411779922864,3.13720976947118,0.2499999999999999,0.0015399285254993,0.599999880000024,3
POSCAR_As2Cr2_4_st050,As2Cr2_4,0.012103,5.003543774555131,3.213727080921696,0.25,0.0015399285254994,0.599999880000024,3
POSCAR_As2Cr2_4_st950,As2Cr2_4,0.018884,4.52701579602607,2.9076578351196303,0.2499999999999999,0.0015399285254994,0.599999880000024,3
POSCAR_As2Cr2_4_st975,As2Cr2_4,0.015725,4.646147790658334,2.9841751465701463,0.25,0.0015399285254994,0.599999880000024,3
POSCAR_As2Cr2_4_x025,As2Cr2_4,0.016136,4.765283439522617,3.060692457965378,0.2499999999999999,0.0015498452236985,0.599999880000024,3
POSCAR_As2Cr2_4_x050,As2Cr2_4,0.013975,4.765052205280198,3.060692457965378,0.25,0.0015600329932669,0.599999880000024,3
POSCAR_As2Cr2_4_x950,As2Cr2_4,0.017682,4.751630843352817,2.9080088081980784,0.2499999999999999,0.0015209695457306,0.599999880000024,3
POSCAR_As2Cr2_4_x975,As2Cr2_4,0.017416,4.75840562460972,2.984535355821671,0.2499999999999999,0.001530298084254,0.599999880000024,3
POSCAR_As2Cr2_4_y025,As2Cr2_4,0.014218,4.773968030329017,3.061061903345337,0.2499999999999999,0.0015635573019436,0.599999880000024,3
POSCAR_As2Cr2_4_y050,As2Cr2_4,0.014009,4.782791254381033,3.061061903345337,0.2499999999999999,0.0015876492124862,0.599999880000024,3
POSCAR_As2Cr2_4_y950,As2Cr2_4,0.017292,4.734650049932811,2.90765783515888,0.2499999999999999,0.0014941890923457,0.599999880000024,3
POSCAR_As2Cr2_4_y975,As2Cr2_4,0.01333,4.749902463212015,2.984175146587122,0.2499999999999999,0.0015167949580857,0.599999880000024,3
POSCAR_As2Cr2_4_z025,As2Cr2_4,0.01425,4.869032981820017,3.060692457965378,0.25,0.0015072983900488,0.599999880000024,3
POSCAR_As2Cr2_4_z050,As2Cr2_4,0.015783,4.973103198838879,3.060692457965378,0.25,0.001475713714721,0.599999880000024,3
POSCAR_As2Cr2_4_z975,As2Cr2_4,0.01708,4.661864775799922,3.060692457965378,0.25,0.001573633319642,0.599999880000024,3
POSCAR_As2Mo2_1,As2Mo2_1,0.787982,3.304634428980127,3.304634428980127,0.25,0.4084068759993272,0.599999880000024,3
POSCAR_As2Mo2_1_st025,As2Mo2_1,0.793091,3.387250289704628,3.387250289704628,0.25,0.4084068759993272,0.599999880000024,3
POSCAR_As2Mo2_1_st050,As2Mo2_1,1.034625,3.4698661504291324,3.4698661504291324,0.25,0.4084068759993272,0.599999880000024,3
POSCAR_As2Mo2_1_st950,As2Mo2_1,0.91958,3.139402707531119,3.139402707531119,0.2499999999999999,0.4084068759993273,0.599999880000024,3
POSCAR_As2Mo2_1_st975,As2Mo2_1,0.851399,3.222018568255623,3.222018568255623,0.25,0.4084068759993272,0.599999880000024,3
POSCAR_As2Mo2_1_z025,As2Mo2_1,0.825663,3.3505838534937538,3.3505838534937538,0.25,0.4080371893271742,0.599999880000024,3
POSCAR_As2Mo2_1_z050,As2Mo2_1,0.85641,3.3976193848781167,3.3976193848781167,0.2499999999999999,0.4076436995987472,0.599999880000024,3
POSCAR_As2Mo2_1_z950,As2Mo2_1,0.765184,3.1647953684106,3.1647953684106,0.2499999999999999,0.409079783481764,0.599999880000024,3
POSCAR_As2Mo2_1_z975,As2Mo2_1,0.865291,3.2345851360848368,3.2345851360848368,0.25,0.4087539591535322,0.599999880000024,3
POSCAR_As2Mo2_3,As2Mo2_3,0.669785,3.339091232457581,3.339091232457581,0.3333333333333333,0.5948024975682373,0.599999880000024,3
POSCAR_As2Mo2_3_st975,As2Mo2_3,0.083541,3.2556139516461418,3.2556139516461418,0.3333333333333333,0.5948024975682373,0.599999880000024,3
POSCAR_As2Mo2_3_x950,As2Mo2_3,0.750309,3.339091232129728,3.327827227512405,0.3333333333333331,0.5828958278179659,0.599999880000024,3
POSCAR_As2Mo2_3_x975,As2Mo2_3,0.77387,3.339091232301512,3.339091232301512,0.3333333333333333,0.5888117928284783,0.599999880000024,3
POSCAR_As2Mo2_3_y975,As2Mo2_3,0.7735,3.3390912324521502,3.3390912324521502,0.3333333333333334,0.5888109800729538,0.599999880000024,3
POSCAR_As2Mo2_4,As2Mo2_4,0.013832,3.083937865684994,3.083937865684994,0.3333333333333334,0.0010658331742363,0.599999880000024,3
POSCAR_As2Mo2_4_st025,As2Mo2_4,0.012847,3.1610363123271057,3.1610363123271057,0.3333333333333334,0.0010658331742356,0.599999880000024,3
POSCAR_As2Mo2_4_st050,As2Mo2_4,0.015537,3.23813475896923,3.23813475896923,0.3333333333333333,0.0010658331742356,0.599999880000024,3
POSCAR_As2Mo2_4_st975,As2Mo2_4,0.014885,3.006839419042856,3.006839419042856,0.3333333333333333,0.0010658331742357,0.599999880000024,3
POSCAR_As2Mo2_4_x025,As2Mo2_4,0.014758,3.1075169736572583,3.1075169736572583,0.3333333333333333,0.0010523763503119,0.599999880000024,3
POSCAR_As2Mo2_4_y025,As2Mo2_4,0.013445,3.1080679871113817,3.1080679871113817,0.3333333333333332,0.0010517464210818,0.599999880000024,3
POSCAR_As2Mo2_4_z050,As2Mo2_4,0.013309,3.144426771118921,3.144426771118921,0.5469654320599328,0.0015297890210386,0.599999880000024,2
POSCAR_As2Mo2_4_z950,As2Mo2_4,0.013513,3.0252780213092665,3.0252780213092665,0.3333333333333332,0.0010098473855105,0.599999880000024,3
POSCAR_As2Mo2_4_z975,As2Mo2_4,0.013802,3.0543726474674835,3.0543726474674835,0.3333333333333332,0.0010380217449321,0.599999880000024,3
POSCAR_As2Nb2_2,As2Nb2_2,0.014892,3.549709831847792,3.4263075196004174,0.3333333333333333,0.5555145897890197,0.7499998125000469,3
POSCAR_As2Nb2_2_y025,As2Nb2_2,0.005726,3.549709831872602,3.4263075195682973,0.3333333333333331,0.5617436755808288,0.7499998125000469,3
POSCAR_As2Ni2_1,As2Ni2_1,0.039255,2.553287746040754,2.553287746040754,0.3333333333333333,0.7224367652800988,0.3333332962963004,3
POSCAR_As2Ni2_1_x025,As2Ni2_1,0.006353,2.553287746035088,2.553287746035088,0.3333333333333332,0.7274805048065933,0.3333332962963004,3
POSCAR_As2Ni2_1_x050,As2Ni2_1,0.006627,2.553287746035103,2.553287746035103,0.3333333333333333,0.7325796845901469,0.3333332962963004,3
POSCAR_As2Ni2_1_y025,As2Ni2_1,0.00749,2.553287746631485,2.553287746631485,0.3333333333333333,0.7274805825614166,0.3333332962963004,3
POSCAR_As2Ni2_1_y050,As2Ni2_1,0.007334,2.5532877472343936,2.5532877472343936,0.3333333333333333,0.7325798190962317,0.3333332962963004,3
POSCAR_As2Ni2_1_z050,As2Ni2_1,0.015835,2.6809521321552494,2.6809521321552494,0.3333333333333334,0.7024518486276774,0.3333332962963004,3
POSCAR_As2Ru2_2,As2Ru2_2,0.418411,3.0646792565053764,3.0646792565053764,0.3333333333333333,0.6384429960153447,0.4285713673469475,3
POSCAR_As2Ru2_2_st025,As2Ru2_2,0.466105,3.1412962379180125,3.1412962379180125,0.3333333333333333,0.6384429960153448,0.4285713673469475,3
POSCAR_As2Ru2_2_st050,As2Ru2_2,0.453433,3.217913219330648,3.217913219330648,0.3333333333333332,0.6384429960153446,0.4285713673469475,3
POSCAR_As2Ru2_2_st950,As2Ru2_2,0.498606,2.9114452936801096,2.9114452936801096,0.3333333333333334,0.6384429960153444,0.4285713673469475,3
POSCAR_As2Ru2_2_st975,As2Ru2_2,0.454282,2.988062275092745,2.988062275092745,0.3333333333333333,0.6384429960153448,0.4285713673469475,3
POSCAR_As2Ru2_2_x950,As2Ru2_2,0.512908,3.0646792565510848,3.0646792565510848,0.3333333333333333,0.6269342219610243,0.4285713673469475,3
POSCAR_As2Ru2_2_x975,As2Ru2_2,0.448862,3.0646792565330725,3.0646792565330725,0.3333333333333333,0.6326529515450044,0.4285713673469475,3
POSCAR_As2Ru2_2_y950,As2Ru2_2,0.531928,3.064679254128474,3.064679254128474,0.3333333333333333,0.6271462735033657,0.4285713673469475,3
POSCAR_As2Ru2_2_y975,As2Ru2_2,0.472193,3.064679255321702,3.064679255321702,0.3333333333333334,0.6327573626938501,0.4285713673469475,3
POSCAR_As2Ru2_2_z025,As2Ru2_2,0.414503,3.1412962367612423,3.1412962367612423,0.3333333333333333,0.626966539065588,0.4285713673469475,3
POSCAR_As2Ru2_2_z950,As2Ru2_2,0.412548,2.911445296023272,2.911445296023272,0.3333333333333333,0.6617728488325402,0.4285713673469475,3
POSCAR_As2Ru2_2_z975,As2Ru2_2,0.418625,2.988062276269116,2.988062276269116,0.3333333333333332,0.6500481544670698,0.4285713673469475,3
POSCAR_As2V2_1,As2V2_1,0.656042,3.008388538806123,3.008388538806123,0.3333333333333334,0.6797455454831156,0.7499998125000469,3
POSCAR_As2V2_1_st025,As2V2_1,0.663176,3.0835982522762864,3.0835982522762864,0.3333333333333333,0.6797455454831155,0.7499998125000469,3
POSCAR_As2V2_1_st050,As2V2_1,0.646659,3.15880796574644,3.15880796574644,0.3333333333333333,0.6797455454831157,0.7499998125000469,3
POSCAR_As2V2_1_st950,As2V2_1,0.603654,2.8579691118658266,2.8579691118658266,0.3333333333333332,0.6797455454831156,0.7499998125000469,3
POSCAR_As2V2_1_st975,As2V2_1,0.692128,2.9331788253359785,2.9331788253359785,0.3333333333333334,0.6797455454831155,0.7499998125000469,3
POSCAR_As2V2_1_x025,As2V2_1,0.671571,3.008388538788326,3.008388538788326,0.3333333333333333,0.684743295479994,0.7499998125000469,3
POSCAR_As2V2_1_x050,As2V2_1,0.641712,3.008388538792514,3.008388538792514,0.3333333333333333,0.6898016476555066,0.7499998125000469,3
POSCAR_As2V2_1_x950,As2V2_1,0.664676,3.008388538775768,3.008388538775768,0.3333333333333333,0.6699636864071983,0.7499998125000469,3
POSCAR_As2V2_1_x975,As2V2_1,0.658972,3.0083885387799527,3.0083885387799527,0.3333333333333333,0.6748163033249708,0.7499998125000469,3
POSCAR_As2V2_1_y025,As2V2_1,0.62144,3.008388538792329,3.008388538792329,0.3333333333333333,0.6857117683973843,0.7499998125000469,3
POSCAR_As2V2_1_y050,As2V2_1,0.566872,3.008388538800538,3.008388538800538,0.3333333333333332,0.691704313602367,0.7499998125000469,3
POSCAR_As2V2_1_y950,As2V2_1,0.569024,3.0083885387678144,3.0083885387678144,0.3333333333333333,0.6679303863610367,0.7499998125000469,3
POSCAR_As2V2_1_y975,As2V2_1,0.672284,3.008388538775967,3.008388538775967,0.3333333333333332,0.6738151079072133,0.7499998125000469,3
POSCAR_As2V2_1_z025,As2V2_1,0.642444,3.083598252285113,3.083598252285113,0.3333333333333333,0.6688711380376594,0.7499998125000469,3
POSCAR_As2V2_1_z050,As2V2_1,0.68471,3.1588079657361274,3.1588079657361274,0.3333333333333333,0.6580833519505856,0.7499998125000469,3
POSCAR_As2V2_1_z950,As2V2_1,0.602593,2.85796911188218,2.85796911188218,0.3333333333333333,0.7017173798564605,0.7499998125000469,3
POSCAR_As2V2_1_z975,As2V2_1,0.661991,2.933178825333149,2.933178825333149,0.3333333333333333,0.6906975608087209,0.7499998125000469,3
POSCAR_As2V2_2,As2V2_2,0.82987,3.4670585682674444,3.4670585682674444,0.2499999999999999,0.4051240241146671,0.7499998125000469,3
POSCAR_As2V2_2_st025,As2V2_2,0.811532,3.553735032474129,3.553735032474129,0.25,0.4051240241146672,0.7499998125000469,3
POSCAR_As2V2_2_st050,As2V2_2,0.828835,3.640411496680816,3.640411496680816,0.25,0.4051240241146672,0.7499998125000469,3
POSCAR_As2V2_2_st950,As2V2_2,1.141372,3.293705639854071,3.293705639854071,0.25,0.4051240241146672,0.7499998125000469,3
POSCAR_As2V2_2_st975,As2V2_2,0.899129,3.380382104060757,3.380382104060757,0.2499999999999999,0.4051240241146671,0.7499998125000469,3
POSCAR_As2V2_2_z025,As2V2_2,0.73057,3.523819870434337,3.508465653721857,0.2499999999999999,0.4044879211557087,0.7499998125000469,3
POSCAR_As2V2_2_z050,As2V2_2,0.765801,3.578833423465721,3.5084656537218564,0.2499999999999999,0.4038185551010086,0.7499998125000469,3
POSCAR_As2V2_2_z950,As2V2_2,1.054532,3.316247279827788,3.316247279827788,0.25,0.4062992868338074,0.7499998125000469,3
POSCAR_As2V2_2_z975,As2V2_2,0.95361,3.3915240243865807,3.3915240243865807,0.2499999999999999,0.4057275320384928,0.7499998125000469,3
POSCAR_As4Cr2_1,As4Cr2_1,0.333181,4.646965263049616,3.009728844548027,0.1981442606395011,0.4284954525686936,0.599999880000024,3
POSCAR_As4Cr2_1_st025,As4Cr2_1,0.334313,4.763139394625845,3.084972065661728,0.1981442606395011,0.4284954525686907,0.599999880000024,3
POSCAR_As4Cr2_1_st050,As4Cr2_1,0.392161,4.879313526202086,3.1602152867754283,0.1981442606395012,0.4284954525686903,0.599999880000024,3
POSCAR_As4Cr2_1_st950,As4Cr2_1,0.453544,4.414616999897125,2.8592424023206253,0.1981442606395011,0.4284954525686906,0.599999880000024,3
POSCAR_As4Cr2_1_st975,As4Cr2_1,0.353122,4.530791131473365,2.934485623434326,0.1981442606395012,0.4284954525686905,0.599999880000024,3
POSCAR_As4Cr2_1_x025,As4Cr2_1,0.328265,4.659282354593453,3.0849720656841733,0.198144260639501,0.4238649777022562,0.599999880000024,3
POSCAR_As4Cr2_1_x050,As4Cr2_1,0.339924,4.671869883909904,3.16021528681794,0.198144260639501,0.4192351153852782,0.599999880000024,3
