filename,m1_muB,m2_muB,m_total_muB,condition_met
POSCAR_In8Mn2_3,4.441,-4.442,-0.001,True
POSCAR_In8Mn2_3_st025,4.504,-4.504,-0.002,True
POSCAR_In8Mn2_3_st050,4.557,-4.558,-0.0,True
POSCAR_In8Mn2_3_st950,4.258,-4.259,-0.001,True
POSCAR_In8Mn2_3_st975,4.36,-4.361,-0.003,True
POSCAR_In8Mn2_3_x025,4.46,-4.461,-0.001,True
POSCAR_In8Mn2_3_x050,4.479,-4.479,-0.001,True
POSCAR_In8Mn2_3_x950,4.393,-4.393,-0.0,True
POSCAR_In8Mn2_3_x975,4.418,-4.418,-0.001,True
POSCAR_In8Mn2_3_y025,4.46,-4.461,-0.002,True
POSCAR_In8Mn2_3_y050,4.478,-4.479,-0.003,True
POSCAR_In8Mn2_3_y950,4.393,-4.393,-0.001,True
POSCAR_In8Mn2_3_y975,4.418,-4.418,-0.001,True
POSCAR_In8Mn2_3_z025,4.469,-4.47,-0.001,True
POSCAR_In8Mn2_3_z050,4.491,-4.492,-0.001,True
POSCAR_In8Mn2_3_z950,4.376,-4.377,-0.005,True
POSCAR_In8Mn2_3_z975,4.414,-4.415,-0.002,True
POSCAR_Mn2N2_2,3.971,-3.972,-0.001,True
POSCAR_Mn2N2_2_st025,4.075,-4.074,0.001,True
POSCAR_Mn2N2_2_st050,4.166,-4.166,0.001,True
POSCAR_Mn2N2_2_st950,3.723,-3.723,-0.0,True
POSCAR_Mn2N2_2_st975,3.856,-3.856,-0.001,True
POSCAR_Mn2N2_2_x025,4.007,-4.007,-0.0,True
POSCAR_Mn2N2_2_x050,4.04,-4.039,-0.0,True
POSCAR_Mn2N2_2_x950,3.89,-3.889,0.0,True
POSCAR_Mn2N2_2_x975,3.933,-3.932,0.0,True
POSCAR_Mn2N2_2_y025,4.007,-4.007,0.0,True
POSCAR_Mn2N2_2_y050,4.04,-4.039,0.001,True
POSCAR_Mn2N2_2_y950,3.89,-3.889,0.002,True
POSCAR_Mn2N2_2_y975,3.932,-3.932,-0.001,True
POSCAR_Mn2N2_2_z025,4.005,-4.003,0.002,True
POSCAR_Mn2N2_2_z050,4.035,-4.032,0.004,True
POSCAR_Mn2N2_2_z950,3.895,-3.895,0.0,True
POSCAR_Mn2N2_2_z975,3.936,-3.934,0.002,True
POSCAR_Mn2N2_3,3.78,-3.779,0.0,True
POSCAR_Mn2N2_3_st025,3.882,-3.881,0.0,True
POSCAR_Mn2N2_3_st050,3.986,-3.985,0.0,True
POSCAR_Mn2N2_3_st950,3.572,-3.571,0.0,True
POSCAR_Mn2N2_3_st975,3.678,-3.677,0.0,True
POSCAR_Mn2N2_3_x025,3.801,-3.827,-0.01,True
POSCAR_Mn2N2_3_x050,3.819,-3.876,-0.02,False
POSCAR_Mn2N2_3_x950,3.729,-3.687,0.02,False
POSCAR_Mn2N2_3_x975,3.756,-3.733,0.01,True
POSCAR_Mn2N2_3_y025,3.828,-3.8,0.01,True
POSCAR_Mn2N2_3_y050,3.877,-3.818,0.021,False
POSCAR_Mn2N2_3_y950,3.688,-3.729,-0.019,False
POSCAR_Mn2N2_3_y975,3.734,-3.756,-0.009,True
POSCAR_Mn2N2_3_z025,3.813,-3.812,0.0,True
POSCAR_Mn2N2_3_z050,3.847,-3.846,0.0,True
POSCAR_Mn2N2_3_z950,3.713,-3.712,0.0,True
POSCAR_Mn2N2_3_z975,3.747,-3.746,0.0,True
POSCAR_Mn2N2_7,3.915,-3.915,0.0,True
POSCAR_Mn2N2_7_st025,4.03,-4.03,0.001,True
POSCAR_Mn2N2_7_st050,4.132,-4.132,0.0,True
POSCAR_Mn2N2_7_st950,3.633,-3.634,0.0,True
POSCAR_Mn2N2_7_st975,3.784,-3.784,0.0,True
POSCAR_Mn2N2_7_x025,3.953,-3.953,0.001,True
POSCAR_Mn2N2_7_x050,3.988,-3.989,-0.0,True
POSCAR_Mn2N2_7_x950,3.828,-3.829,-0.0,True
POSCAR_Mn2N2_7_x975,3.874,-3.874,0.0,True
POSCAR_Mn2N2_7_y025,3.952,-3.952,-0.0,True
POSCAR_Mn2N2_7_y050,3.987,-3.987,0.0,True
POSCAR_Mn2N2_7_y950,3.831,-3.832,-0.0,True
POSCAR_Mn2N2_7_y975,3.875,-3.875,0.001,True
POSCAR_Mn2N2_7_z025,3.957,-3.957,0.001,True
POSCAR_Mn2N2_7_z050,3.993,-3.993,0.001,True
POSCAR_Mn2N2_7_z950,3.812,-3.813,-0.0,True
POSCAR_Mn2N2_7_z975,3.868,-3.868,-0.0,True
POSCAR_Mn2O2_5,4.568,-4.568,0.0,True
POSCAR_Mn2O2_5_st025,4.594,-4.594,0.0,True
POSCAR_Mn2O2_5_st050,4.617,-4.617,0.0,True
POSCAR_Mn2O2_5_st950,4.495,-4.495,-0.0,True
POSCAR_Mn2O2_5_st975,4.535,-4.535,0.0,True
POSCAR_Mn2O2_5_x025,4.575,-4.575,0.0,True
POSCAR_Mn2O2_5_x050,4.582,-4.582,0.0,True
POSCAR_Mn2O2_5_x950,4.547,-4.547,0.0,True
POSCAR_Mn2O2_5_x975,4.558,-4.558,0.0,True
POSCAR_Mn2O2_5_y025,4.575,-4.575,-0.0,True
POSCAR_Mn2O2_5_y050,4.582,-4.582,-0.0,True
POSCAR_Mn2O2_5_y950,4.547,-4.547,0.0,True
POSCAR_Mn2O2_5_y975,4.558,-4.558,0.0,True
POSCAR_Mn2O2_5_z025,4.579,-4.579,0.0,True
POSCAR_Mn2O2_5_z050,4.588,-4.588,0.0,True
POSCAR_Mn2O2_5_z950,4.538,-4.538,-0.0,True
POSCAR_Mn2O2_5_z975,4.554,-4.554,-0.0,True
POSCAR_Mn2O2_6,4.543,-4.543,0.0,True
POSCAR_Mn2O2_6_st025,4.572,-4.572,0.0,True
POSCAR_Mn2O2_6_st050,4.596,-4.596,0.0,True
POSCAR_Mn2O2_6_st950,4.464,-4.464,0.0,True
POSCAR_Mn2O2_6_st975,4.508,-4.508,0.0,True
POSCAR_Mn2O2_6_x025,4.55,-4.553,-0.001,True
POSCAR_Mn2O2_6_x050,4.555,-4.562,-0.003,True
POSCAR_Mn2O2_6_x950,4.524,-4.518,0.003,True
POSCAR_Mn2O2_6_x975,4.535,-4.531,0.001,True
POSCAR_Mn2O2_6_y025,4.553,-4.55,0.001,True
POSCAR_Mn2O2_6_y050,4.562,-4.555,0.003,True
POSCAR_Mn2O2_6_y950,4.518,-4.524,-0.003,True
POSCAR_Mn2O2_6_y975,4.531,-4.535,-0.001,True
POSCAR_Mn2O2_6_z025,4.555,-4.555,-0.0,True
POSCAR_Mn2O2_6_z050,4.565,-4.565,-0.0,True
POSCAR_Mn2O2_6_z950,4.51,-4.51,0.0,True
POSCAR_Mn2O2_6_z975,4.528,-4.528,0.0,True
POSCAR_Mn2O2_7,4.539,-4.539,0.0,True
POSCAR_Mn2O2_7_st025,4.572,-4.572,0.0,True
POSCAR_Mn2O2_7_st050,4.599,-4.599,0.0,True
POSCAR_Mn2O2_7_st950,4.448,-4.448,-0.0,True
POSCAR_Mn2O2_7_st975,4.498,-4.498,-0.0,True
POSCAR_Mn2O2_7_x025,4.548,-4.548,0.0,True
POSCAR_Mn2O2_7_x050,4.556,-4.556,0.0,True
POSCAR_Mn2O2_7_x950,4.516,-4.516,0.0,True
POSCAR_Mn2O2_7_x975,4.528,-4.528,0.0,True
POSCAR_Mn2O2_7_y025,4.548,-4.548,0.0,True
POSCAR_Mn2O2_7_y050,4.556,-4.556,0.0,True
POSCAR_Mn2O2_7_y950,4.516,-4.516,-0.0,True
POSCAR_Mn2O2_7_y975,4.528,-4.528,-0.0,True
POSCAR_Mn2O2_7_z025,4.554,-4.554,0.0,True
POSCAR_Mn2O2_7_z050,4.567,-4.567,0.0,True
POSCAR_Mn2O2_7_z950,4.499,-4.498,0.0,True
POSCAR_Mn2O2_7_z975,4.521,-4.52,0.0,True
POSCAR_Mn2O3_1,3.826,-3.825,0.0,True
POSCAR_Mn2O3_1_st025,3.9,-3.9,0.0,True
POSCAR_Mn2O3_1_st050,3.983,-3.982,0.0,True
POSCAR_Mn2O3_1_st950,3.686,-3.685,0.0,True
POSCAR_Mn2O3_1_st975,3.755,-3.755,0.0,True
POSCAR_Mn2O3_1_x025,3.845,-3.844,0.0,True
POSCAR_Mn2O3_1_x050,3.863,-3.862,0.0,True
POSCAR_Mn2O3_1_x950,3.785,-3.785,0.0,True
POSCAR_Mn2O3_1_x975,3.806,-3.806,0.0,True
POSCAR_Mn2O3_1_y025,3.855,-3.854,0.0,True
POSCAR_Mn2O3_1_y050,3.883,-3.883,0.0,True
POSCAR_Mn2O3_1_y950,3.767,-3.767,0.0,True
POSCAR_Mn2O3_1_y975,3.797,-3.796,0.0,True
POSCAR_Mn2O3_1_z025,3.849,-3.849,0.0,True
POSCAR_Mn2O3_1_z050,3.873,-3.872,0.0,True
POSCAR_Mn2O3_1_z950,3.777,-3.776,0.0,True
POSCAR_Mn2O3_1_z975,3.802,-3.801,0.0,True
POSCAR_Mn2O4_1,3.043,-3.043,0.0,True
POSCAR_Mn2O4_1_st025,3.179,-3.179,0.0,True
POSCAR_Mn2O4_1_st050,3.349,-3.348,0.0,True
POSCAR_Mn2O4_1_st950,2.827,-2.827,0.0,True
POSCAR_Mn2O4_1_st975,2.928,-2.928,0.0,True
POSCAR_Mn2O4_1_x025,3.102,-3.102,0.0,True
POSCAR_Mn2O4_1_x050,3.164,-3.164,0.0,True
POSCAR_Mn2O4_1_x950,2.933,-2.933,0.0,True
POSCAR_Mn2O4_1_x975,2.987,-2.987,0.0,True
POSCAR_Mn2O4_1_y025,3.078,-3.078,0.0,True
POSCAR_Mn2O4_1_y050,3.117,-3.116,0.0,True
POSCAR_Mn2O4_1_y950,2.981,-2.981,0.0,True
POSCAR_Mn2O4_1_y975,3.011,-3.011,0.0,True
POSCAR_Mn2O4_1_z025,3.078,-3.078,0.0,True
POSCAR_Mn2O4_1_z050,3.116,-3.116,-0.0,True
POSCAR_Mn2O4_1_z950,2.981,-2.981,0.0,True
POSCAR_Mn2O4_1_z975,3.011,-3.011,0.0,True
POSCAR_Mn2P2_4,4.069,-4.071,-0.001,True
POSCAR_Mn2P2_4_st025,4.168,-4.171,-0.003,True
POSCAR_Mn2P2_4_st050,4.258,-4.26,-0.001,True
POSCAR_Mn2P2_4_st975,3.953,-3.956,-0.004,True
POSCAR_Mn2P2_4_x025,4.105,-4.107,-0.001,True
POSCAR_Mn2P2_4_x050,4.14,-4.14,-0.001,True
POSCAR_Mn2P2_4_x950,3.99,-3.994,-0.005,True
POSCAR_Mn2P2_4_x975,4.032,-4.036,-0.005,True
POSCAR_Mn2P2_4_y025,4.105,-4.109,-0.004,True
POSCAR_Mn2P2_4_y050,4.141,-4.143,-0.002,True
POSCAR_Mn2P2_4_y950,3.991,-3.992,-0.001,True
POSCAR_Mn2P2_4_y975,4.032,-4.035,-0.003,True
POSCAR_Mn2P2_4_z025,4.102,-4.105,-0.005,True
POSCAR_Mn2P2_4_z050,4.14,-4.145,-0.005,True
POSCAR_Mn2P2_4_z950,3.993,-3.994,0.001,True
POSCAR_Mn2P2_4_z975,4.031,-4.034,-0.003,True
POSCAR_Mn2Pb4_2,4.517,-4.518,-0.001,True
POSCAR_Mn2Pb4_2_st025,4.565,-4.566,-0.001,True
POSCAR_Mn2Pb4_2_st050,4.605,-4.606,-0.001,True
POSCAR_Mn2Pb4_2_st950,4.38,-4.381,-0.002,True
POSCAR_Mn2Pb4_2_st975,4.456,-4.458,-0.002,True
POSCAR_Mn2Pb4_2_x025,4.533,-4.534,-0.002,True
POSCAR_Mn2Pb4_2_x050,4.549,-4.549,0.001,True
POSCAR_Mn2Pb4_2_x950,4.475,-4.477,-0.004,True
POSCAR_Mn2Pb4_2_x975,4.498,-4.499,-0.0,True
POSCAR_Mn2Pb4_2_y025,4.532,-4.534,-0.002,True
POSCAR_Mn2Pb4_2_y050,4.545,-4.547,-0.003,True
POSCAR_Mn2Pb4_2_y950,4.476,-4.477,-0.001,True
POSCAR_Mn2Pb4_2_y975,4.497,-4.498,-0.0,True
POSCAR_Mn2Pb4_2_z025,4.534,-4.535,0.0,True
POSCAR_Mn2Pb4_2_z050,4.549,-4.55,-0.001,True
POSCAR_Mn2Pb4_2_z950,4.474,-4.474,0.001,True
POSCAR_Mn2Pb4_2_z975,4.496,-4.497,0.0,True
POSCAR_Mn2Pb8_1,4.484,-4.486,-0.004,True
POSCAR_Mn2Pb8_1_st050,4.583,-4.584,-0.002,True
POSCAR_Mn2Pb8_1_st975,4.418,-4.42,-0.004,True
POSCAR_Mn2Pb8_1_x025,4.503,-4.504,-0.004,True
POSCAR_Mn2Pb8_1_x050,4.52,-4.52,0.004,True
POSCAR_Mn2Pb8_1_x950,4.444,-4.448,-0.01,True
POSCAR_Mn2Pb8_1_x975,4.464,-4.468,-0.011,False
POSCAR_Mn2Pb8_1_y025,4.503,-4.504,0.002,True
POSCAR_Mn2Pb8_1_y050,4.519,-4.52,-0.004,True
POSCAR_Mn2Pb8_1_y950,4.446,-4.445,0.007,True
POSCAR_Mn2Pb8_1_y975,4.466,-4.467,-0.001,True
POSCAR_Mn2Pb8_1_z025,4.507,-4.508,-0.004,True
POSCAR_Mn2Pb8_1_z050,4.526,-4.527,0.001,True
POSCAR_Mn2Pb8_1_z950,4.435,-4.437,-0.007,True
POSCAR_Mn2Pb8_1_z975,4.461,-4.462,-0.003,True
POSCAR_Mn2Pb8_2,4.574,-4.574,-0.0,True
POSCAR_Mn2Pb8_2_st025,4.615,-4.615,-0.0,True
POSCAR_Mn2Pb8_2_st050,4.647,-4.647,0.001,True
POSCAR_Mn2Pb8_2_st950,4.462,-4.462,0.001,True
POSCAR_Mn2Pb8_2_st975,4.524,-4.524,0.001,True
POSCAR_Mn2Pb8_2_x025,4.592,-4.592,-0.0,True
POSCAR_Mn2Pb8_2_x050,4.608,-4.608,0.0,True
POSCAR_Mn2Pb8_2_x950,4.533,-4.533,0.0,True
POSCAR_Mn2Pb8_2_x975,4.554,-4.554,0.001,True
POSCAR_Mn2Pb8_2_y025,4.584,-4.585,-0.002,True
POSCAR_Mn2Pb8_2_y050,4.595,-4.595,-0.0,True
POSCAR_Mn2Pb8_2_y950,4.548,-4.549,-0.002,True
POSCAR_Mn2Pb8_2_y975,4.562,-4.562,0.0,True
POSCAR_Mn2Pb8_2_z025,4.588,-4.588,0.003,True
POSCAR_Mn2Pb8_2_z050,4.6,-4.601,-0.002,True
POSCAR_Mn2Pb8_2_z950,4.543,-4.544,-0.001,True
POSCAR_Mn2Pb8_2_z975,4.559,-4.56,-0.002,True
POSCAR_Mn2Pb8_3,4.47,-4.47,-0.0,True
POSCAR_Mn2Pb8_3_st025,4.524,-4.524,-0.0,True
POSCAR_Mn2Pb8_3_st050,4.569,-4.569,-0.0,True
POSCAR_Mn2Pb8_3_st950,4.321,-4.321,-0.001,True
POSCAR_Mn2Pb8_3_st975,4.405,-4.406,-0.001,True
POSCAR_Mn2Pb8_3_x025,4.489,-4.488,0.003,True
POSCAR_Mn2Pb8_3_x050,4.507,-4.507,-0.002,True
POSCAR_Mn2Pb8_3_x950,4.427,-4.427,0.002,True
POSCAR_Mn2Pb8_3_x975,4.45,-4.45,-0.001,True
POSCAR_Mn2Pb8_3_y025,4.488,-4.489,-0.003,True
POSCAR_Mn2Pb8_3_y050,4.507,-4.507,0.001,True
POSCAR_Mn2Pb8_3_y950,4.426,-4.427,-0.002,True
POSCAR_Mn2Pb8_3_y975,4.45,-4.45,0.001,True
POSCAR_Mn2Pb8_3_z025,4.488,-4.488,-0.0,True
POSCAR_Mn2Pb8_3_z050,4.51,-4.51,0.0,True
POSCAR_Mn2Pb8_3_z950,4.425,-4.425,-0.001,True
POSCAR_Mn2Pb8_3_z975,4.45,-4.45,-0.0,True
POSCAR_Mn2S2_1,4.511,-4.511,0.0,True
POSCAR_Mn2S2_1_st025,4.552,-4.552,0.0,True
POSCAR_Mn2S2_1_st050,4.585,-4.585,0.0,True
POSCAR_Mn2S2_1_st950,4.392,-4.392,0.0,True
POSCAR_Mn2S2_1_st975,4.459,-4.459,0.0,True
POSCAR_Mn2S2_1_x025,4.525,-4.525,-0.0,True
POSCAR_Mn2S2_1_x050,4.536,-4.537,-0.0,True
POSCAR_Mn2S2_1_x950,4.477,-4.477,0.0,True
POSCAR_Mn2S2_1_x975,4.495,-4.495,0.0,True
POSCAR_Mn2S2_1_y025,4.525,-4.525,0.0,True
POSCAR_Mn2S2_1_y050,4.537,-4.536,0.0,True
POSCAR_Mn2S2_1_y950,4.477,-4.477,-0.0,True
POSCAR_Mn2S2_1_y975,4.495,-4.495,-0.0,True
POSCAR_Mn2S2_1_z025,4.527,-4.527,0.0,True
POSCAR_Mn2S2_1_z050,4.54,-4.54,0.0,True
POSCAR_Mn2S2_1_z950,4.473,-4.473,0.0,True
POSCAR_Mn2S2_1_z975,4.493,-4.493,0.0,True
POSCAR_Mn2S2_2,4.549,-4.549,0.0,True
POSCAR_Mn2S2_2_st025,4.583,-4.583,0.0,True
POSCAR_Mn2S2_2_st050,4.611,-4.611,0.0,True
POSCAR_Mn2S2_2_st950,4.455,-4.454,0.0,True
POSCAR_Mn2S2_2_st975,4.507,-4.507,0.0,True
POSCAR_Mn2S2_2_x025,4.559,-4.559,0.0,True
POSCAR_Mn2S2_2_x050,4.567,-4.567,0.0,True
POSCAR_Mn2S2_2_x950,4.524,-4.524,0.0,True
POSCAR_Mn2S2_2_x975,4.537,-4.537,0.0,True
POSCAR_Mn2S2_2_y025,4.559,-4.559,0.0,True
POSCAR_Mn2S2_2_y050,4.567,-4.567,0.0,True
POSCAR_Mn2S2_2_y950,4.524,-4.524,0.0,True
POSCAR_Mn2S2_2_y975,4.538,-4.537,0.0,True
POSCAR_Mn2S2_2_z025,4.564,-4.564,0.0,True
POSCAR_Mn2S2_2_z050,4.577,-4.576,0.0,True
POSCAR_Mn2S2_2_z950,4.51,-4.51,0.0,True
POSCAR_Mn2S2_2_z975,4.531,-4.531,0.0,True
POSCAR_Mn2S4_1,4.526,-4.526,-0.0,True
POSCAR_Mn2S4_1_st025,4.566,-4.566,-0.0,True
POSCAR_Mn2S4_1_st050,4.598,-4.598,-0.0,True
POSCAR_Mn2S4_1_st950,4.408,-4.408,-0.0,True
POSCAR_Mn2S4_1_st975,4.475,-4.475,-0.0,True
POSCAR_Mn2S4_1_x025,4.54,-4.54,-0.0,True
POSCAR_Mn2S4_1_x050,4.554,-4.554,-0.0,True
POSCAR_Mn2S4_1_x950,4.49,-4.49,-0.0,True
POSCAR_Mn2S4_1_x975,4.509,-4.509,-0.0,True
POSCAR_Mn2S4_1_y025,4.537,-4.537,-0.0,True
POSCAR_Mn2S4_1_y050,4.548,-4.548,-0.0,True
POSCAR_Mn2S4_1_y950,4.498,-4.498,-0.0,True
POSCAR_Mn2S4_1_y975,4.512,-4.512,-0.0,True
POSCAR_Mn2S4_1_z025,4.541,-4.541,-0.0,True
POSCAR_Mn2S4_1_z050,4.554,-4.554,-0.0,True
POSCAR_Mn2S4_1_z950,4.486,-4.486,-0.0,True
POSCAR_Mn2S4_1_z975,4.507,-4.507,-0.0,True
POSCAR_Mn2Sb4_1,4.401,-4.402,-0.0,True
POSCAR_Mn2Sb4_1_st025,4.464,-4.465,-0.0,True
POSCAR_Mn2Sb4_1_st050,4.514,-4.514,-0.0,True
POSCAR_Mn2Sb4_1_st950,4.219,-4.22,-0.001,True
POSCAR_Mn2Sb4_1_st975,4.322,-4.323,-0.001,True
POSCAR_Mn2Sb4_1_x025,4.413,-4.414,-0.001,True
POSCAR_Mn2Sb4_1_x050,4.428,-4.428,-0.0,True
POSCAR_Mn2Sb4_1_x950,4.369,-4.369,-0.0,True
POSCAR_Mn2Sb4_1_x975,4.388,-4.388,-0.001,True
POSCAR_Mn2Sb4_1_y025,4.426,-4.427,-0.001,True
POSCAR_Mn2Sb4_1_y050,4.45,-4.45,-0.0,True
POSCAR_Mn2Sb4_1_y950,4.333,-4.333,-0.001,True
POSCAR_Mn2Sb4_1_y975,4.369,-4.369,-0.001,True
POSCAR_Mn2Sb4_1_z025,4.427,-4.427,-0.001,True
POSCAR_Mn2Sb4_1_z050,4.446,-4.447,-0.0,True
POSCAR_Mn2Sb4_1_z950,4.34,-4.341,-0.001,True
POSCAR_Mn2Sb4_1_z975,4.372,-4.373,-0.001,True
POSCAR_Mn2Sb6_1,4.38,-4.384,-0.004,True
POSCAR_Mn2Sb6_1_x025,4.401,-4.409,-0.025,False
POSCAR_Mn2Sb6_1_x050,4.42,-4.431,-0.043,False
POSCAR_Mn2Sb6_1_x950,4.329,-4.334,0.001,True
POSCAR_Mn2Sb6_1_x975,4.349,-4.362,-0.02,False
POSCAR_Mn2Sb6_1_y025,4.407,-4.414,-0.016,False
POSCAR_Mn2Sb6_1_y050,4.438,-4.437,0.002,True
POSCAR_Mn2Sb6_1_y950,4.306,-4.31,-0.027,False
POSCAR_Mn2Sb6_1_y975,4.342,-4.352,-0.021,False
POSCAR_Mn2Sb6_1_z025,4.405,-4.409,-0.002,True
POSCAR_Mn2Sb6_1_z050,4.431,-4.431,0.01,True
POSCAR_Mn2Sb6_1_z950,4.325,-4.315,0.014,False
POSCAR_Mn2Sb6_1_z975,4.353,-4.353,-0.003,True
POSCAR_Mn2Se2_1,4.568,-4.568,-0.0,True
POSCAR_Mn2Se2_1_st025,4.598,-4.598,-0.0,True
POSCAR_Mn2Se2_1_st050,4.623,-4.623,-0.0,True
POSCAR_Mn2Se2_1_st950,4.486,-4.486,-0.0,True
POSCAR_Mn2Se2_1_st975,4.531,-4.531,-0.0,True
POSCAR_Mn2Se2_1_x025,4.577,-4.577,-0.0,True
POSCAR_Mn2Se2_1_x050,4.584,-4.584,-0.0,True
POSCAR_Mn2Se2_1_x950,4.546,-4.546,-0.0,True
POSCAR_Mn2Se2_1_x975,4.558,-4.558,-0.0,True
POSCAR_Mn2Se2_1_y025,4.577,-4.577,-0.0,True
POSCAR_Mn2Se2_1_y050,4.584,-4.584,-0.0,True
POSCAR_Mn2Se2_1_y950,4.546,-4.546,0.0,True
POSCAR_Mn2Se2_1_y975,4.558,-4.558,-0.0,True
POSCAR_Mn2Se2_1_z025,4.581,-4.581,-0.0,True
POSCAR_Mn2Se2_1_z050,4.593,-4.593,-0.0,True
POSCAR_Mn2Se2_1_z950,4.534,-4.534,-0.0,True
POSCAR_Mn2Se2_1_z975,4.552,-4.552,-0.0,True
POSCAR_Mn2Se2_2,4.522,-4.523,-0.0,True
POSCAR_Mn2Se2_2_st025,4.56,-4.561,-0.0,True
POSCAR_Mn2Se2_2_st050,4.592,-4.592,-0.0,True
POSCAR_Mn2Se2_2_st950,4.417,-4.417,-0.0,True
POSCAR_Mn2Se2_2_st975,4.476,-4.476,-0.0,True
POSCAR_Mn2Se2_2_x025,4.535,-4.535,-0.0,True
POSCAR_Mn2Se2_2_x050,4.546,-4.546,-0.0,True
POSCAR_Mn2Se2_2_x950,4.492,-4.492,-0.0,True
POSCAR_Mn2Se2_2_x975,4.508,-4.509,-0.0,True
POSCAR_Mn2Se2_2_y025,4.535,-4.535,-0.0,True
POSCAR_Mn2Se2_2_y050,4.546,-4.546,-0.0,True
POSCAR_Mn2Se2_2_y950,4.492,-4.492,-0.0,True
POSCAR_Mn2Se2_2_y975,4.508,-4.509,-0.0,True
POSCAR_Mn2Se2_2_z025,4.537,-4.537,-0.0,True
POSCAR_Mn2Se2_2_z050,4.55,-4.55,-0.0,True
POSCAR_Mn2Se2_2_z950,4.488,-4.488,-0.0,True
POSCAR_Mn2Se2_2_z975,4.506,-4.506,-0.0,True
POSCAR_Mn2Se2_3,4.531,-4.531,-0.0,True
POSCAR_Mn2Se2_3_st025,4.568,-4.568,-0.0,True
POSCAR_Mn2Se2_3_st050,4.599,-4.599,-0.0,True
POSCAR_Mn2Se2_3_st950,4.427,-4.428,-0.0,True
POSCAR_Mn2Se2_3_st975,4.485,-4.485,-0.0,True
POSCAR_Mn2Se2_3_x025,4.545,-4.545,-0.0,True
POSCAR_Mn2Se2_3_x050,4.558,-4.558,-0.0,True
POSCAR_Mn2Se2_3_x950,4.496,-4.496,-0.0,True
POSCAR_Mn2Se2_3_x975,4.515,-4.515,-0.0,True
POSCAR_Mn2Se2_3_y025,4.541,-4.541,-0.0,True
POSCAR_Mn2Se2_3_y050,4.55,-4.55,-0.0,True
POSCAR_Mn2Se2_3_y950,4.507,-4.508,-0.0,True
POSCAR_Mn2Se2_3_y975,4.52,-4.52,-0.0,True
POSCAR_Mn2Se2_3_z025,4.546,-4.546,-0.0,True
POSCAR_Mn2Se2_3_z050,4.559,-4.559,-0.0,True
POSCAR_Mn2Se2_3_z950,4.496,-4.496,-0.0,True
POSCAR_Mn2Se2_3_z975,4.515,-4.515,-0.0,True
POSCAR_Mn2Se4_1,4.527,-4.526,0.0,True
POSCAR_Mn2Se4_1_st025,4.565,-4.565,0.0,True
POSCAR_Mn2Se4_1_st050,4.597,-4.597,0.0,True
POSCAR_Mn2Se4_1_st950,4.417,-4.417,-0.0,True
POSCAR_Mn2Se4_1_st975,4.479,-4.478,0.0,True
POSCAR_Mn2Se4_1_x025,4.541,-4.541,0.0,True
POSCAR_Mn2Se4_1_x050,4.555,-4.555,0.0,True
POSCAR_Mn2Se4_1_x950,4.489,-4.489,-0.0,True
POSCAR_Mn2Se4_1_x975,4.509,-4.509,0.0,True
POSCAR_Mn2Se4_1_y025,4.537,-4.537,0.0,True
POSCAR_Mn2Se4_1_y050,4.546,-4.546,0.0,True
POSCAR_Mn2Se4_1_y950,4.502,-4.502,0.0,True
POSCAR_Mn2Se4_1_y975,4.515,-4.515,0.0,True
POSCAR_Mn2Se4_1_z025,4.541,-4.541,0.0,True
POSCAR_Mn2Se4_1_z050,4.554,-4.554,0.0,True
POSCAR_Mn2Se4_1_z950,4.49,-4.489,0.0,True
POSCAR_Mn2Se4_1_z975,4.509,-4.509,0.0,True
POSCAR_Mn2Sn3_1,4.402,-4.399,0.004,True
POSCAR_Mn2Sn3_1_st025,4.468,-4.466,0.001,True
POSCAR_Mn2Sn3_1_st050,4.523,-4.522,0.0,True
POSCAR_Mn2Sn3_1_st950,4.215,-4.212,0.003,True
POSCAR_Mn2Sn3_1_x025,4.422,-4.42,0.002,True
POSCAR_Mn2Sn3_1_x050,4.439,-4.437,0.003,True
POSCAR_Mn2Sn3_1_x950,4.349,-4.348,-0.001,True
POSCAR_Mn2Sn3_1_x975,4.376,-4.373,0.005,True
POSCAR_Mn2Sn3_1_y025,4.422,-4.42,0.002,True
POSCAR_Mn2Sn3_1_y050,4.439,-4.437,0.003,True
POSCAR_Mn2Sn3_1_y950,4.349,-4.348,-0.001,True
POSCAR_Mn2Sn3_1_y975,4.376,-4.373,0.005,True
POSCAR_Mn2Sn3_1_z025,4.431,-4.428,0.002,True
POSCAR_Mn2Sn3_1_z050,4.455,-4.453,0.001,True
POSCAR_Mn2Sn3_1_z950,4.33,-4.331,-0.003,True
POSCAR_Mn2Sn3_1_z975,4.368,-4.366,0.003,True
POSCAR_Mn2Te2_1,4.515,-4.515,-0.001,True
POSCAR_Mn2Te2_1_st025,4.555,-4.556,-0.0,True
POSCAR_Mn2Te2_1_st050,4.589,-4.589,-0.0,True
POSCAR_Mn2Te2_1_st950,4.402,-4.403,-0.001,True
POSCAR_Mn2Te2_1_st975,4.465,-4.465,-0.001,True
POSCAR_Mn2Te2_1_x025,4.528,-4.529,-0.0,True
POSCAR_Mn2Te2_1_x050,4.54,-4.541,-0.0,True
POSCAR_Mn2Te2_1_x950,4.482,-4.483,-0.001,True
POSCAR_Mn2Te2_1_x975,4.499,-4.5,-0.001,True
