filename,ion1 tot
POSCAR_Cr2F4_cluster1_st025,3.801
POSCAR_Cr2F4_cluster1_st050,3.809
POSCAR_Cr2F4_cluster1_st950,3.772
POSCAR_Cr2F4_cluster1_st975,3.784
POSCAR_Cr2F4_cluster2,3.795
POSCAR_Cr2F4_cluster2_st025,3.801
POSCAR_Cr2F4_cluster2_st050,3.806
POSCAR_Cr2F4_cluster2_st950,3.781
POSCAR_Cr2F4_cluster2_st975,3.788
POSCAR_Cr2F6_cluster1,2.913
POSCAR_Cr2F6_cluster1_st025,2.939
POSCAR_Cr2F6_cluster1_st050,2.966
POSCAR_Cr2F6_cluster1_st950,2.861
POSCAR_Cr2F6_cluster1_st975,2.887
POSCAR_Cr2F6_cluster2,2.919
POSCAR_Cr2F6_cluster2_st025,2.946
POSCAR_Cr2F6_cluster2_st050,2.974
POSCAR_Cr2F6_cluster2_st950,2.864
POSCAR_Cr2F6_cluster2_st975,2.892
POSCAR_Cr2F8_cluster1,2.07
POSCAR_Cr2F8_cluster1_st025,2.147
POSCAR_Cr2F8_cluster1_st050,2.243
POSCAR_Cr2F8_cluster1_st950,1.951
POSCAR_Cr2F8_cluster1_st975,2.006
POSCAR_Cr2F8_cluster2,2.078
POSCAR_Cr2F8_cluster2_st025,2.155
POSCAR_Cr2F8_cluster2_st050,2.251
POSCAR_Cr2F8_cluster2_st950,1.961
POSCAR_Cr2F8_cluster2_st975,2.015
POSCAR_Cr2F8_cluster3,2.078
POSCAR_Cr2F8_cluster3_st025,2.155
POSCAR_Cr2F8_cluster3_st050,2.251
POSCAR_Cr2F8_cluster3_st950,1.961
POSCAR_Cr2F8_cluster3_st975,2.015
POSCAR_Cr2Ga2_2,4
POSCAR_Cr2Ga2_2_st050,4.097
POSCAR_Cr2Ga2_2_st950,3.864
POSCAR_Cr2Ga2_2_st975,3.937
POSCAR_Cr2Ga2_2_x025,4.016
POSCAR_Cr2Ga2_2_x050,4.029
POSCAR_Cr2Ga2_2_x950,3.957
POSCAR_Cr2Ga2_2_x975,3.979
POSCAR_Cr2Ga2_2_y025,4.018
POSCAR_Cr2Ga2_2_y050,4.034
POSCAR_Cr2Ga2_2_y950,3.952
POSCAR_Cr2Ga2_2_y975,3.978
POSCAR_Cr2Ga2_2_z025,4.015
POSCAR_Cr2Ga2_2_z050,4.028
POSCAR_Cr2Ga2_2_z950,3.957
POSCAR_Cr2Ga2_2_z975,3.979
POSCAR_Cr2Ge2_3,3.906
POSCAR_Cr2Ge2_3_st025,3.971
POSCAR_Cr2Ge2_3_st950,3.739
POSCAR_Cr2Ge2_3_st975,3.83
POSCAR_Cr2Ge2_3_x025,3.921
POSCAR_Cr2Ge2_3_x050,3.935
POSCAR_Cr2Ge2_3_x950,3.876
POSCAR_Cr2Ge2_3_x975,3.891
POSCAR_Cr2Ge2_3_y025,3.921
POSCAR_Cr2Ge2_3_y050,3.935
POSCAR_Cr2Ge2_3_y950,3.876
POSCAR_Cr2Ge2_3_y975,3.891
POSCAR_Cr2Ge2_3_z025,3.944
POSCAR_Cr2Ge2_3_z050,3.979
POSCAR_Cr2Ge2_3_z950,3.823
POSCAR_Cr2Ge2_3_z975,3.865
POSCAR_Cr2Ge3_1,3.918
POSCAR_Cr2Ge3_1_st025,3.983
POSCAR_Cr2Ge3_1_st050,4.035
POSCAR_Cr2Ge3_1_st950,3.742
POSCAR_Cr2Ge3_1_st975,3.84
POSCAR_Cr2Ge3_1_x025,3.939
POSCAR_Cr2Ge3_1_x050,3.955
POSCAR_Cr2Ge3_1_x950,3.868
POSCAR_Cr2Ge3_1_x975,3.894
POSCAR_Cr2Ge3_1_y025,3.939
POSCAR_Cr2Ge3_1_y050,3.955
POSCAR_Cr2Ge3_1_y950,3.868
POSCAR_Cr2Ge3_1_y975,3.894
POSCAR_Cr2Ge3_1_z025,3.946
POSCAR_Cr2Ge3_1_z050,3.968
POSCAR_Cr2Ge3_1_z950,3.851
POSCAR_Cr2Ge3_1_z975,3.886
POSCAR_Cr2In2_5,4.115
POSCAR_Cr2In2_5_st025,4.155
POSCAR_Cr2In2_5_st050,4.191
POSCAR_Cr2In2_5_st950,4.014
POSCAR_Cr2In2_5_st975,4.069
POSCAR_Cr2In2_5_x025,4.129
POSCAR_Cr2In2_5_x050,4.145
POSCAR_Cr2In2_5_x975,4.101
POSCAR_Cr2In2_5_y025,4.122
POSCAR_Cr2In2_5_y050,4.129
POSCAR_Cr2In2_5_y950,4.103
POSCAR_Cr2In2_5_y975,4.108
POSCAR_Cr2In2_5_z025,4.134
POSCAR_Cr2In2_5_z050,4.154
POSCAR_Cr2In2_5_z950,4.072
POSCAR_Cr2In2_5_z975,4.094
POSCAR_Cr2In5_1,4.154
POSCAR_Cr2In5_1_st025,4.192
POSCAR_Cr2In5_1_st050,4.225
POSCAR_Cr2In5_1_st950,4.059
POSCAR_Cr2In5_1_st975,4.109
POSCAR_Cr2In5_1_x025,4.167
POSCAR_Cr2In5_1_x050,4.178
POSCAR_Cr2In5_1_x950,4.119
POSCAR_Cr2In5_1_x975,4.138
POSCAR_Cr2In5_1_y025,4.164
POSCAR_Cr2In5_1_y050,4.176
POSCAR_Cr2In5_1_y950,4.129
POSCAR_Cr2In5_1_y975,4.141
POSCAR_Cr2In5_1_z025,4.167
POSCAR_Cr2In5_1_z050,4.178
POSCAR_Cr2In5_1_z950,4.127
POSCAR_Cr2In5_1_z975,4.141
POSCAR_Cr2In8_2,4.148
POSCAR_Cr2In8_2_st025,4.187
POSCAR_Cr2In8_2_st050,4.222
POSCAR_Cr2In8_2_st950,4.051
POSCAR_Cr2In8_2_st975,4.104
POSCAR_Cr2In8_2_x025,4.161
POSCAR_Cr2In8_2_x050,4.174
POSCAR_Cr2In8_2_x950,4.125
POSCAR_Cr2In8_2_x975,4.137
POSCAR_Cr2In8_2_y025,4.165
POSCAR_Cr2In8_2_y050,4.182
POSCAR_Cr2In8_2_y950,4.113
POSCAR_Cr2In8_2_y975,4.132
POSCAR_Cr2In8_2_z025,4.16
POSCAR_Cr2In8_2_z050,4.171
POSCAR_Cr2In8_2_z950,4.123
POSCAR_Cr2In8_2_z975,4.137
POSCAR_Cr2N2_7,2.923
POSCAR_Cr2N2_7_st025,3.007
POSCAR_Cr2N2_7_st050,3.091
POSCAR_Cr2N2_7_st950,2.738
POSCAR_Cr2N2_7_st975,2.834
POSCAR_Cr2N2_7_x025,2.948
POSCAR_Cr2N2_7_x050,2.973
POSCAR_Cr2N2_7_x950,2.867
POSCAR_Cr2N2_7_x975,2.895
POSCAR_Cr2N2_7_y025,2.948
POSCAR_Cr2N2_7_y050,2.973
POSCAR_Cr2N2_7_y950,2.867
POSCAR_Cr2N2_7_y975,2.895
POSCAR_Cr2N2_7_z025,2.955
POSCAR_Cr2N2_7_z050,2.986
POSCAR_Cr2N2_7_z950,2.851
POSCAR_Cr2N2_7_z975,2.888
POSCAR_Cr2O2_2,3.669
POSCAR_Cr2O2_2_st025,3.698
POSCAR_Cr2O2_2_st050,3.724
POSCAR_Cr2O2_2_st950,3.599
POSCAR_Cr2O2_2_st975,3.636
POSCAR_Cr2O2_2_x025,3.681
POSCAR_Cr2O2_2_x975,3.656
POSCAR_Cr2O2_2_y025,3.669
POSCAR_Cr2O2_2_y975,3.668
POSCAR_Cr2O2_2_z025,3.685
POSCAR_Cr2O2_2_z050,3.699
POSCAR_Cr2O2_2_z950,3.629
POSCAR_Cr2O2_2_z975,3.651
POSCAR_Cr2O4_2,2.134
POSCAR_Cr2O4_2_st025,2.258
POSCAR_Cr2O4_2_st050,2.432
POSCAR_Cr2O4_2_st950,1.949
POSCAR_Cr2O4_2_st975,2.035
POSCAR_Cr2O4_2_x025,2.184
POSCAR_Cr2O4_2_x050,2.238
POSCAR_Cr2O4_2_x950,2.047
POSCAR_Cr2O4_2_x975,2.089
POSCAR_Cr2O4_2_y025,2.167
POSCAR_Cr2O4_2_y050,2.204
POSCAR_Cr2O4_2_y950,2.077
POSCAR_Cr2O4_2_y975,2.104
POSCAR_Cr2O4_2_z025,2.167
POSCAR_Cr2O4_2_z050,2.204
POSCAR_Cr2O4_2_z950,2.077
POSCAR_Cr2O4_2_z975,2.105
POSCAR_Cr2P18_1,3.497
POSCAR_Cr2P18_1_x025,3.578
POSCAR_Cr2P18_1_x050,3.634
POSCAR_Cr2P18_1_x950,3.341
POSCAR_Cr2P18_1_x975,3.415
POSCAR_Cr2P18_1_y025,3.553
POSCAR_Cr2P18_1_y050,3.593
POSCAR_Cr2P18_1_y950,3.321
POSCAR_Cr2P18_1_y975,3.421
POSCAR_Cr2P18_1_z025,3.524
POSCAR_Cr2P18_1_z050,3.554
POSCAR_Cr2P18_1_z950,3.37
POSCAR_Cr2P18_1_z975,3.459
POSCAR_Cr2P4_2,3.447
POSCAR_Cr2P4_2_st025,3.548
POSCAR_Cr2P4_2_st050,3.642
POSCAR_Cr2P4_2_st950,3.171
POSCAR_Cr2P4_2_st975,3.328
POSCAR_Cr2P4_2_x025,3.464
POSCAR_Cr2P4_2_x050,3.482
POSCAR_Cr2P4_2_x950,3.442
POSCAR_Cr2P4_2_x975,3.436
POSCAR_Cr2P4_2_y025,3.501
POSCAR_Cr2P4_2_y050,3.563
POSCAR_Cr2P4_2_y950,3.337
POSCAR_Cr2P4_2_y975,3.393
POSCAR_Cr2P4_2_z025,3.492
POSCAR_Cr2P4_2_z050,3.557
POSCAR_Cr2P4_2_z950,3.369
POSCAR_Cr2P4_2_z975,3.408
POSCAR_Cr2P8_1,3.731
POSCAR_Cr2P8_1_st025,3.79
POSCAR_Cr2P8_1_st050,3.839
POSCAR_Cr2P8_1_st950,3.533
POSCAR_Cr2P8_1_st975,3.65
POSCAR_Cr2P8_1_x025,3.75
POSCAR_Cr2P8_1_x050,3.768
POSCAR_Cr2P8_1_x950,3.691
POSCAR_Cr2P8_1_x975,3.711
POSCAR_Cr2P8_1_y025,3.754
POSCAR_Cr2P8_1_y050,3.775
POSCAR_Cr2P8_1_y950,3.672
POSCAR_Cr2P8_1_y975,3.705
POSCAR_Cr2P8_1_z025,3.755
POSCAR_Cr2P8_1_z050,3.776
POSCAR_Cr2P8_1_z950,3.679
POSCAR_Cr2P8_1_z975,3.706
POSCAR_Cr2P8_2,3.665
POSCAR_Cr2P8_2_st025,3.739
POSCAR_Cr2P8_2_st050,3.806
POSCAR_Cr2P8_2_st950,3.45
POSCAR_Cr2P8_2_st975,3.572
POSCAR_Cr2P8_2_x025,3.698
POSCAR_Cr2P8_2_x050,3.733
POSCAR_Cr2P8_2_x950,3.596
POSCAR_Cr2P8_2_x975,3.631
POSCAR_Cr2P8_2_y025,3.687
POSCAR_Cr2P8_2_y050,3.711
POSCAR_Cr2P8_2_y950,3.622
POSCAR_Cr2P8_2_y975,3.644
POSCAR_Cr2P8_2_z025,3.69
POSCAR_Cr2P8_2_z050,3.712
POSCAR_Cr2P8_2_z950,3.601
POSCAR_Cr2P8_2_z975,3.636
POSCAR_Cr2Pb13_1,4.219
POSCAR_Cr2Pb13_1_st025,4.247
POSCAR_Cr2Pb13_1_st050,4.27
POSCAR_Cr2Pb13_1_st950,4.15
POSCAR_Cr2Pb13_1_x025,4.229
POSCAR_Cr2Pb13_1_x050,4.238
POSCAR_Cr2Pb13_1_x950,4.197
POSCAR_Cr2Pb13_1_x975,4.209
POSCAR_Cr2Pb13_1_y025,4.227
POSCAR_Cr2Pb13_1_y050,4.233
POSCAR_Cr2Pb13_1_y950,4.203
POSCAR_Cr2Pb13_1_y975,4.212
POSCAR_Cr2Pb13_1_z025,4.231
POSCAR_Cr2Pb13_1_z050,4.24
POSCAR_Cr2Pb13_1_z950,4.194
POSCAR_Cr2Pb13_1_z975,4.208
POSCAR_Cr2Pb8_2,4.164
POSCAR_Cr2Pb8_2_st025,4.198
POSCAR_Cr2Pb8_2_st950,4.072
POSCAR_Cr2Pb8_2_st975,4.12
POSCAR_Cr2Pb8_2_x025,4.175
POSCAR_Cr2Pb8_2_x050,4.184
POSCAR_Cr2Pb8_2_x950,4.139
POSCAR_Cr2Pb8_2_x975,4.152
POSCAR_Cr2Pb8_2_y025,4.175
POSCAR_Cr2Pb8_2_y050,4.186
POSCAR_Cr2Pb8_2_y950,4.136
POSCAR_Cr2Pb8_2_y975,4.151
POSCAR_Cr2Pb8_2_z025,4.175
POSCAR_Cr2Pb8_2_z050,4.186
POSCAR_Cr2Pb8_2_z950,4.136
POSCAR_Cr2Pb8_2_z975,4.151
POSCAR_Cr2S2_1,3.751
POSCAR_Cr2S2_1_st025,3.788
POSCAR_Cr2S2_1_st050,3.819
POSCAR_Cr2S2_1_st950,3.652
POSCAR_Cr2S2_1_st975,3.707
POSCAR_Cr2S2_1_x025,3.761
POSCAR_Cr2S2_1_x050,3.77
POSCAR_Cr2S2_1_x950,3.726
POSCAR_Cr2S2_1_x975,3.74
POSCAR_Cr2S2_1_y025,3.764
POSCAR_Cr2S2_1_y050,3.775
POSCAR_Cr2S2_1_y950,3.721
POSCAR_Cr2S2_1_y975,3.737
POSCAR_Cr2S2_1_z025,3.766
POSCAR_Cr2S2_1_z050,3.78
POSCAR_Cr2S2_1_z950,3.716
POSCAR_Cr2S2_1_z975,3.734
POSCAR_Cr2S2_2,3.779
POSCAR_Cr2S2_2_st025,3.81
POSCAR_Cr2S2_2_st050,3.837
POSCAR_Cr2S2_2_st950,3.699
POSCAR_Cr2S2_2_st975,3.743
POSCAR_Cr2S2_2_x025,3.79
POSCAR_Cr2S2_2_x050,3.8
POSCAR_Cr2S2_2_x950,3.756
POSCAR_Cr2S2_2_x975,3.768
POSCAR_Cr2S2_2_y025,3.792
POSCAR_Cr2S2_2_y950,3.751
POSCAR_Cr2S2_2_y975,3.766
POSCAR_Cr2S2_2_z025,3.789
POSCAR_Cr2S2_2_z050,3.798
POSCAR_Cr2S2_2_z950,3.759
POSCAR_Cr2S2_2_z975,3.77
POSCAR_Cr2S2_3,3.761
POSCAR_Cr2S2_3_st025,3.789
POSCAR_Cr2S2_3_st050,3.813
POSCAR_Cr2S2_3_st950,3.698
POSCAR_Cr2S2_3_st975,3.734
POSCAR_Cr2S2_3_x025,3.77
POSCAR_Cr2S2_3_x050,3.78
POSCAR_Cr2S2_3_x950,3.746
POSCAR_Cr2S2_3_x975,3.752
POSCAR_Cr2S2_3_y025,3.771
POSCAR_Cr2S2_3_y050,3.78
POSCAR_Cr2S2_3_y950,3.744
POSCAR_Cr2S2_3_y975,3.752
POSCAR_Cr2S2_3_z025,3.771
POSCAR_Cr2S2_3_z050,3.78
POSCAR_Cr2S2_3_z950,3.742
POSCAR_Cr2S2_3_z975,3.754
POSCAR_Cr2S2_5,3.78
POSCAR_Cr2S2_5_st025,3.81
POSCAR_Cr2S2_5_st050,3.838
POSCAR_Cr2S2_5_st950,3.699
POSCAR_Cr2S2_5_st975,3.743
POSCAR_Cr2S2_5_x025,3.791
POSCAR_Cr2S2_5_x050,3.801
POSCAR_Cr2S2_5_x950,3.754
POSCAR_Cr2S2_5_x975,3.767
POSCAR_Cr2S2_5_y025,3.792
POSCAR_Cr2S2_5_y950,3.752
POSCAR_Cr2S2_5_y975,3.766
POSCAR_Cr2S2_5_z025,3.788
POSCAR_Cr2S2_5_z050,3.796
POSCAR_Cr2S2_5_z950,3.761
POSCAR_Cr2S2_5_z975,3.771
POSCAR_Cr2Sb2_1,3.868
POSCAR_Cr2Sb2_1_st025,3.938
POSCAR_Cr2Sb2_1_st050,3.992
POSCAR_Cr2Sb2_1_st950,3.698
POSCAR_Cr2Sb2_1_st975,3.79
POSCAR_Cr2Sb2_1_x025,3.894
POSCAR_Cr2Sb2_1_x050,3.915
POSCAR_Cr2Sb2_1_x950,3.818
POSCAR_Cr2Sb2_1_x975,3.842
POSCAR_Cr2Sb2_1_y025,3.894
POSCAR_Cr2Sb2_1_y050,3.915
POSCAR_Cr2Sb2_1_y950,3.818
POSCAR_Cr2Sb2_1_y975,3.843
POSCAR_Cr2Sb2_1_z025,3.895
POSCAR_Cr2Sb2_1_z050,3.917
POSCAR_Cr2Sb2_1_z950,3.819
POSCAR_Cr2Sb2_1_z975,3.843
POSCAR_Cr2Sb2_2,4.11
POSCAR_Cr2Sb2_2_st950,3.994
POSCAR_Cr2Sb2_2_st975,4.06
POSCAR_Cr2Sb2_2_x025,4.123
POSCAR_Cr2Sb2_2_x050,4.134
POSCAR_Cr2Sb2_2_x950,4.087
POSCAR_Cr2Sb2_2_x975,4.099
POSCAR_Cr2Sb2_2_y025,4.124
POSCAR_Cr2Sb2_2_y050,4.138
POSCAR_Cr2Sb2_2_y950,4.087
POSCAR_Cr2Sb2_2_y975,4.098
POSCAR_Cr2Sb2_2_z025,4.13
POSCAR_Cr2Sb2_2_z050,4.151
POSCAR_Cr2Sb2_2_z950,4.067
POSCAR_Cr2Sb2_2_z975,4.09
POSCAR_Cr2Sb3_3,4.002
POSCAR_Cr2Sb3_3_st025,4.05
POSCAR_Cr2Sb3_3_st050,4.092
POSCAR_Cr2Sb3_3_st950,3.871
POSCAR_Cr2Sb3_3_st975,3.944
POSCAR_Cr2Sb3_3_x950,3.959
POSCAR_Cr2Sb3_3_x975,3.981
POSCAR_Cr2Sb3_3_y025,4.022
POSCAR_Cr2Sb3_3_y050,4.039
POSCAR_Cr2Sb3_3_y950,3.957
POSCAR_Cr2Sb3_3_y975,3.981
POSCAR_Cr2Sb3_3_z025,4.014
POSCAR_Cr2Sb3_3_z050,4.025
POSCAR_Cr2Sb3_3_z950,3.969
POSCAR_Cr2Sb3_3_z975,3.986
POSCAR_Cr2Sb4_1,3.854
POSCAR_Cr2Sb4_1_st025,3.926
POSCAR_Cr2Sb4_1_st050,3.986
POSCAR_Cr2Sb4_1_st950,3.656
POSCAR_Cr2Sb4_1_st975,3.763
POSCAR_Cr2Sb4_1_x025,3.858
POSCAR_Cr2Sb4_1_x050,3.86
POSCAR_Cr2Sb4_1_x950,3.852
POSCAR_Cr2Sb4_1_x975,3.852
POSCAR_Cr2Sb4_1_y025,3.893
POSCAR_Cr2Sb4_1_y050,3.927
POSCAR_Cr2Sb4_1_y950,3.767
POSCAR_Cr2Sb4_1_y975,3.815
POSCAR_Cr2Sb4_1_z025,3.89
POSCAR_Cr2Sb4_1_z050,3.925
POSCAR_Cr2Sb4_1_z950,3.771
POSCAR_Cr2Sb4_1_z975,3.816
POSCAR_Cr2Sb6_1,3.858
POSCAR_Cr2Sb6_1_st050,3.996
POSCAR_Cr2Sb6_1_st950,3.656
POSCAR_Cr2Sb6_1_x025,3.881
POSCAR_Cr2Sb6_1_x050,3.907
POSCAR_Cr2Sb6_1_z025,3.893
POSCAR_Cr2Sb6_1_z050,3.925
POSCAR_Cr2Sb6_1_z975,3.823
POSCAR_Cr2Sb8_1,4.016
POSCAR_Cr2Sb8_1_st025,4.063
POSCAR_Cr2Sb8_1_st950,3.878
POSCAR_Cr2Sb8_1_st975,3.955
POSCAR_Cr2Sb8_1_x025,4.027
POSCAR_Cr2Sb8_1_x050,4.037
POSCAR_Cr2Sb8_1_x950,3.986
POSCAR_Cr2Sb8_1_x975,4.002
POSCAR_Cr2Sb8_1_y025,4.035
POSCAR_Cr2Sb8_1_y050,4.049
POSCAR_Cr2Sb8_1_y950,3.967
POSCAR_Cr2Sb8_1_y975,3.994
POSCAR_Cr2Sb8_1_z025,4.033
POSCAR_Cr2Sb8_1_z050,4.047
POSCAR_Cr2Sb8_1_z950,3.968
POSCAR_Cr2Sb8_1_z975,3.996
POSCAR_Cr2Se2_1,3.809
POSCAR_Cr2Se2_1_st025,3.843
POSCAR_Cr2Se2_1_st050,3.873
POSCAR_Cr2Se2_1_st950,3.723
POSCAR_Cr2Se2_1_st975,3.77
POSCAR_Cr2Se2_1_x025,3.821
POSCAR_Cr2Se2_1_x050,3.831
POSCAR_Cr2Se2_1_x950,3.784
POSCAR_Cr2Se2_1_x975,3.797
POSCAR_Cr2Se2_1_y025,3.821
POSCAR_Cr2Se2_1_y950,3.783
POSCAR_Cr2Se2_1_y975,3.797
POSCAR_Cr2Se2_1_z025,3.821
POSCAR_Cr2Se2_1_z050,3.832
POSCAR_Cr2Se2_1_z950,3.783
POSCAR_Cr2Se2_1_z975,3.797
POSCAR_Cr2Se2_2,3.812
POSCAR_Cr2Se2_2_st025,3.845
POSCAR_Cr2Se2_2_st050,3.875
POSCAR_Cr2Se2_2_st950,3.727
POSCAR_Cr2Se2_2_st975,3.773
POSCAR_Cr2Se2_2_x050,3.83
POSCAR_Cr2Se2_2_x950,3.788
POSCAR_Cr2Se2_2_x975,3.801
POSCAR_Cr2Se2_2_y025,3.825
POSCAR_Cr2Se2_2_y050,3.837
POSCAR_Cr2Se2_2_y950,3.782
POSCAR_Cr2Se2_2_y975,3.798
POSCAR_Cr2Se2_2_z025,3.823
POSCAR_Cr2Se2_2_z050,3.834
POSCAR_Cr2Se2_2_z950,3.786
POSCAR_Cr2Se2_2_z975,3.799
POSCAR_Cr2Se4_1,3.713
POSCAR_Cr2Se4_1_st025,3.764
POSCAR_Cr2Se4_1_x025,3.735
POSCAR_Cr2Se4_1_x050,3.758
POSCAR_Cr2Se4_1_x975,3.683
POSCAR_Cr2Se4_1_y025,3.721
POSCAR_Cr2Se4_1_y050,3.731
POSCAR_Cr2Se4_1_y950,3.696
POSCAR_Cr2Se4_1_y975,3.702
POSCAR_Cr2Se4_1_z025,3.778
POSCAR_Cr2Se4_1_z050,3.729
POSCAR_Cr2Se4_1_z950,3.667
POSCAR_Cr2Se4_1_z975,3.692
POSCAR_Cr2Si4_1,3.451
POSCAR_Cr2Si4_1_st950,2.854
POSCAR_Cr2Si4_1_st975,3.172
POSCAR_Cr2Si4_1_x025,3.514
POSCAR_Cr2Si4_1_x050,3.582
POSCAR_Cr2Si4_1_x950,3.295
POSCAR_Cr2Si4_1_x975,3.367
POSCAR_Cr2Si4_1_y025,3.514
POSCAR_Cr2Si4_1_y050,3.582
POSCAR_Cr2Si4_1_y950,3.295
POSCAR_Cr2Si4_1_y975,3.367
POSCAR_Cr2Si4_1_z025,3.506
POSCAR_Cr2Si4_1_z050,3.564
POSCAR_Cr2Si4_1_z950,3.315
POSCAR_Cr2Si4_1_z975,3.384
POSCAR_Cr2Sn2_2,4.038
POSCAR_Cr2Sn2_2_st025,4.083
POSCAR_Cr2Sn2_2_st050,4.123
POSCAR_Cr2Sn2_2_st950,3.924
POSCAR_Cr2Sn2_2_st975,3.987
POSCAR_Cr2Sn2_2_x025,4.052
POSCAR_Cr2Sn2_2_x050,4.067
POSCAR_Cr2Sn2_2_x950,4.004
POSCAR_Cr2Sn2_2_x975,4.022
POSCAR_Cr2Sn2_2_y025,4.052
POSCAR_Cr2Sn2_2_y050,4.067
POSCAR_Cr2Sn2_2_y950,4.004
POSCAR_Cr2Sn2_2_y975,4.022
POSCAR_Cr2Sn2_2_z025,4.056
POSCAR_Cr2Sn2_2_z050,4.073
POSCAR_Cr2Sn2_2_z950,3.999
POSCAR_Cr2Sn2_2_z975,4.019
POSCAR_Cr2Te2_1,3.89
POSCAR_Cr2Te2_1_st025,3.926
POSCAR_Cr2Te2_1_st050,3.958
POSCAR_Cr2Te2_1_st950,3.801
POSCAR_Cr2Te2_1_st975,3.85
POSCAR_Cr2Te2_1_x025,3.902
POSCAR_Cr2Te2_1_x050,3.912
POSCAR_Cr2Te2_1_x950,3.865
POSCAR_Cr2Te2_1_x975,3.878
POSCAR_Cr2Te2_1_y025,3.902
POSCAR_Cr2Te2_1_y050,3.912
POSCAR_Cr2Te2_1_y950,3.865
POSCAR_Cr2Te2_1_y975,3.878
POSCAR_Cr2Te2_1_z025,3.904
POSCAR_Cr2Te2_1_z050,3.917
POSCAR_Cr2Te2_1_z950,3.86
POSCAR_Cr2Te2_1_z975,3.876
POSCAR_Cr2Te4_1,3.847
POSCAR_Cr2Te4_1_st025,3.887
POSCAR_Cr2Te4_1_st050,3.922
POSCAR_Cr2Te4_1_st950,3.738
POSCAR_Cr2Te4_1_st975,3.8
POSCAR_Cr2Te4_1_x025,3.868
POSCAR_Cr2Te4_1_x050,3.889
POSCAR_Cr2Te4_1_x950,3.803
POSCAR_Cr2Te4_1_x975,3.826
POSCAR_Cr2Te4_1_y025,3.854
POSCAR_Cr2Te4_1_y050,3.861
POSCAR_Cr2Te4_1_y950,3.842
POSCAR_Cr2Te4_1_y975,3.843
POSCAR_Cr2Te4_1_z025,3.864
POSCAR_Cr2Te4_1_z050,3.879
POSCAR_Cr2Te4_1_z950,3.816
POSCAR_Cr2Te4_1_z975,3.831
POSCAR_Cr2Te8_2,3.71
POSCAR_Cr2Te8_2_st975,3.624
POSCAR_Cr2Te8_2_y975,3.683
POSCAR_Cr2Te8_2_z050,3.784
POSCAR_Cr2Te8_2_z950,3.637
POSCAR_Cu2F4_1,0.847
POSCAR_Cu2F4_1_st025,0.853
POSCAR_Cu2F4_1_st050,0.857
POSCAR_Cu2F4_1_st950,0.829
POSCAR_Cu2F4_1_st975,0.839
POSCAR_Cu2F4_1_x025,0.848
POSCAR_Cu2F4_1_x050,0.849
POSCAR_Cu2F4_1_x950,0.844
POSCAR_Cu2F4_1_x975,0.846
POSCAR_Cu2F4_1_y025,0.85
POSCAR_Cu2F4_1_y050,0.852
POSCAR_Cu2F4_1_y950,0.841
POSCAR_Cu2F4_1_y975,0.844
POSCAR_Cu2F4_1_z025,0.85
POSCAR_Cu2F4_1_z050,0.852
POSCAR_Cu2F4_1_z950,0.841
POSCAR_Cu2F4_1_z975,0.844
POSCAR_Cu2F6_1,1.103
POSCAR_Cu2F6_1_st025,1.079
POSCAR_Cu2F6_1_st050,1.051
POSCAR_Cu2F6_1_st950,1.137
POSCAR_Cu2F6_1_st975,1.122
POSCAR_Cu2F6_1_x025,1.094
POSCAR_Cu2F6_1_x050,1.084
POSCAR_Cu2F6_1_x950,1.117
POSCAR_Cu2F6_1_x975,1.111
POSCAR_Cu2F6_1_y025,1.096
POSCAR_Cu2F6_1_y050,1.087
POSCAR_Cu2F6_1_y950,1.113
POSCAR_Cu2F6_1_y975,1.109
POSCAR_Cu2F6_1_z025,1.096
POSCAR_Cu2F6_1_z050,1.087
POSCAR_Cu2F6_1_z950,1.113
POSCAR_Cu2F6_1_z975,1.109
POSCAR_Cu2F6_2,1.11
POSCAR_Cu2F6_2_st025,1.088
POSCAR_Cu2F6_2_st050,1.061
POSCAR_Cu2F6_2_st950,1.14
POSCAR_Cu2F6_2_st975,1.128
POSCAR_Cu2F6_2_x025,1.103
POSCAR_Cu2F6_2_x050,1.095
POSCAR_Cu2F6_2_x950,1.121
POSCAR_Cu2F6_2_x975,1.116
POSCAR_Cu2F6_2_y025,1.103
POSCAR_Cu2F6_2_y050,1.095
POSCAR_Cu2F6_2_y950,1.12
POSCAR_Cu2F6_2_y975,1.116
POSCAR_Cu2F6_2_z025,1.103
POSCAR_Cu2F6_2_z050,1.093
POSCAR_Cu2F6_2_z950,1.121
POSCAR_Cu2F6_2_z975,1.117
POSCAR_Cu2O2_1,0.648
POSCAR_Cu2O2_1_st025,0.656
POSCAR_Cu2O2_1_st05,0.66
POSCAR_Cu2O2_1_st050,0.66
POSCAR_Cu2O2_1_st950,0.623
POSCAR_Cu2O2_1_st975,0.637
POSCAR_Cu2O2_1_x025,0.649
POSCAR_Cu2O2_1_x050,0.647
POSCAR_Cu2O2_1_x950,0.636
POSCAR_Cu2O2_1_x975,0.643
POSCAR_Cu2O2_1_y025,0.649
POSCAR_Cu2O2_1_y050,0.65
POSCAR_Cu2O2_1_y950,0.641
POSCAR_Cu2O2_1_y975,0.645
POSCAR_Cu2O2_1_z025,0.651
POSCAR_Cu2O2_1_z050,0.653
POSCAR_Cu2O2_1_z950,0.634
POSCAR_Cu2O2_1_z975,0.642
