mag_atom_name,structure,fermi_level,gamma_avg_meV,band_number,max_split_eV,kx,ky,kz,ion1_tot,ion2_tot,overall_tot
Ag,POSCAR_Co2Tl3_1_y975,7.0346,1.544,28,0.013847,0.5,0,0.5,1.949,-1.947,0.003
Ag,POSCAR_Co2Tl3_1_z025,6.5067,1.352,28,0.013558,0.5,0,0.5,1.98,-1.978,0.003
Ag,POSCAR_Co2Tl3_1_z050,6.2843,1.223,28,0.013408,0.5,0,0.5,1.993,-1.992,0.001
Ag,POSCAR_Co2Tl3_1_z950,7.3083,1.216,28,0.012303,0.4,0,0,1.916,-1.916,0.001
Ag,POSCAR_Co2Tl3_1_z975,7.0215,1.282,28,0.012766,0.5,0,0.5,1.94,-1.939,0.002
Ag,POSCAR_Cr2Ga2_2_x025,7.0108,0.361,25,0.009524,0,0.5,0,4.016,-4.016,0
Ag,POSCAR_Cr2Ga2_2_x050,6.7233,0.552,25,0.009367,0.444444,0.5,0.444444,4.029,-4.029,0.001
Ag,POSCAR_Cr2Ga2_2_x950,7.8476,0.656,25,0.009823,0.444444,0.5,0.444444,3.957,-3.956,0.001
Ag,POSCAR_Cr2Ga2_2_x975,7.5745,1.129,25,0.01105,0,0.5,0,3.979,-3.979,-0.001
Ag,POSCAR_Cr2Ga2_2_y025,7.0021,1.253,25,0.010361,0.444444,0.5,0.444444,4.018,-4.017,0.003
Ag,POSCAR_Cr2Ga2_2_y050,6.7316,0.326,25,0.010332,0,0.5,0,4.034,-4.034,0
Ag,POSCAR_Cr2Ga2_2_y950,7.8604,0.943,25,0.010809,0,0.5,0,3.952,-3.952,-0.001
Ag,POSCAR_Cr2Ga2_2_y975,7.5681,0.762,25,0.009944,0,0.5,0,3.978,-3.978,0
Ag,POSCAR_Cr2Ga2_2_z025,7.0129,0.631,25,0.010152,0,0.5,0,4.015,-4.015,0
Ag,POSCAR_Cr2Ga2_2_z050,6.7275,0.673,25,0.010762,0,0.5,0,4.028,-4.028,-0.001
Ag,POSCAR_Cr2Ga2_2_z950,7.8444,0.979,25,0.0106,0.444444,0.5,0.444444,3.957,-3.956,0.002
Ag,POSCAR_Cr2Ga2_2_z975,7.5676,0.439,25,0.009642,0,0.5,0,3.979,-3.979,0
Ag,POSCAR_Cr2Ge2_3_x025,6.8892,0.318,25,0.363134,0,-0.307692,0.333333,3.921,-3.921,0
Ag,POSCAR_Cr2Ge2_3_x050,6.6286,0.352,25,0.379563,0.307692,-0.307692,0.333333,3.935,-3.936,0
Ag,POSCAR_Cr2Ge2_3_x950,7.7577,0.346,26,0.283957,0.153846,-0.461539,0.333333,3.876,-3.876,0
Ag,POSCAR_Cr2Ge2_3_x975,7.4486,1.753,26,0.290315,0.153846,-0.461539,0.333333,3.891,-3.891,-0.001
Ag,POSCAR_Cr2Ge2_3_y025,6.8893,0.326,25,0.363382,0.307692,0,0.333333,3.921,-3.921,0
Ag,POSCAR_Cr2Ge2_3_y050,6.6287,0.362,25,0.379737,0.307692,-0.307692,0.333333,3.935,-3.936,0
Ag,POSCAR_Cr2Ge2_3_y950,7.7576,0.347,26,0.284277,0.461539,-0.153846,0.333333,3.876,-3.876,0
Ag,POSCAR_Cr2Ge2_3_y975,7.4485,12.4,26,0.29066,0.461539,-0.153846,0.333333,3.891,-3.891,-0.001
Ag,POSCAR_Cr2Ge2_3_z025,6.9393,0.56,26,0.279053,0.461539,-0.153846,0.333333,3.944,-3.945,0
Ag,POSCAR_Cr2Ge2_3_z050,6.6727,31.19,26,0.260974,0.461539,-0.153846,0.333333,3.979,-3.979,0
Ag,POSCAR_Cr2Ge2_3_z950,7.6156,0.637,26,0.34879,0.461539,-0.153846,0.333333,3.823,-3.823,0
Ag,POSCAR_Cr2Ge2_3_z975,7.4029,0.754,26,0.323491,0.461539,-0.153846,0.333333,3.865,-3.866,-0.001
Ag,POSCAR_Cr2Ge3_1_x025,6.0462,2.832,32,0.015408,0,0.5,0.5,3.939,-3.938,0.003
Ag,POSCAR_Cr2Ge3_1_x050,5.8068,2.279,32,0.014322,0,0.5,0.5,3.955,-3.954,0
Ag,POSCAR_Cr2Ge3_1_x950,6.8414,2.633,32,0.015536,0.5,0,0.5,3.868,-3.867,0
Ag,POSCAR_Cr2Ge3_1_x975,6.5742,2.615,32,0.014697,0,-0.4,0.25,3.894,-3.894,-0.002
Ag,POSCAR_Cr2Ge3_1_y025,6.0463,2.806,32,0.015271,0.5,0,0.5,3.939,-3.938,0.003
Ag,POSCAR_Cr2Ge3_1_y050,5.809,2.281,32,0.014547,0.5,0,0.5,3.955,-3.954,0.001
Ag,POSCAR_Cr2Ge3_1_y950,6.8425,2.734,32,0.015622,0,0.5,0.5,3.868,-3.867,0.001
Ag,POSCAR_Cr2Ge3_1_y975,6.5745,2.58,32,0.014634,0.4,0,0.25,3.894,-3.895,-0.002
Ag,POSCAR_Cr2Ge3_1_z025,6.0451,3.127,32,0.014866,0.5,0,0.5,3.946,-3.944,0.004
Ag,POSCAR_Cr2Ge3_1_z050,5.7803,2.97,32,0.014262,0,0.5,0.5,3.968,-3.967,0.003
Ag,POSCAR_Cr2Ge3_1_z950,6.8758,2.553,32,0.014358,0.5,0,0.5,3.851,-3.852,-0.002
Ag,POSCAR_Cr2Ge3_1_z975,6.5802,2.63,32,0.01428,0,0.5,0.5,3.886,-3.887,-0.002
Ag,POSCAR_Cr2In2_5_x025,6.6202,5.608,26,0.270209,0.5,0,0,4.129,-4.13,-0.002
Ag,POSCAR_Cr2In2_5_x050,6.3598,8.23,26,0.269453,0.5,0,0,4.145,-4.143,0.001
Ag,POSCAR_Cr2In2_5_x975,7.1964,5.011,26,0.270263,0.5,0,0,4.101,-4.101,-0.001
Ag,POSCAR_Cr2In2_5_y025,6.6622,5.081,26,0.355204,0.5,0,0,4.122,-4.123,-0.002
Ag,POSCAR_Cr2In2_5_y050,6.4095,5.372,26,0.349798,0.5,0,0,4.129,-4.13,0
Ag,POSCAR_Cr2In2_5_y950,7.4523,5.276,25,0.328132,0.5,0,0,4.103,-4.104,-0.003
Ag,POSCAR_Cr2In2_5_y975,7.1759,5.086,23,0.243662,0.416667,0,0.4,4.108,-4.11,-0.004
Ag,POSCAR_Cr2In2_5_z025,6.6627,5.18,26,0.233024,0.5,0,0,4.134,-4.138,-0.006
Ag,POSCAR_Cr2In2_5_z050,6.4497,4.801,26,0.226988,0.5,0,0.4,4.154,-4.158,-0.008
Ag,POSCAR_Cr2In2_5_z950,7.4245,8.572,26,0.367198,0.5,0,0,4.072,-4.072,-0.001
Ag,POSCAR_Cr2In2_5_z975,7.152,7.062,26,0.316578,0.5,0,0,4.094,-4.094,-0.001
Ag,POSCAR_Cr2In5_1_x025,6.5009,2.831,44,0.020785,0.285714,0.285714,0,4.167,-4.169,-0.002
Ag,POSCAR_Cr2In5_1_x050,6.2657,3.706,46,0.022392,0.285714,0.142857,0.142857,4.178,-4.181,-0.005
Ag,POSCAR_Cr2In5_1_x950,7.2947,4.141,44,0.024226,-0.285714,-0.142857,0.285714,4.119,-4.121,-0.003
Ag,POSCAR_Cr2In5_1_x975,7.0118,3.889,44,0.021703,-0.285714,0,0.285714,4.138,-4.14,-0.002
Ag,POSCAR_Cr2In5_1_y025,6.4776,3.552,44,0.022397,-0.285714,-0.142857,0.285714,4.164,-4.167,-0.006
Ag,POSCAR_Cr2In5_1_y050,6.2351,3.893,44,0.025395,-0.285714,-0.142857,0.285714,4.176,-4.177,0
Ag,POSCAR_Cr2In5_1_y950,7.3131,3.856,44,0.019801,0.285714,0.428571,0,4.129,-4.131,-0.002
Ag,POSCAR_Cr2In5_1_y975,7.0287,3.278,44,0.018936,-0.285714,0,0.285714,4.141,-4.142,0.001
Ag,POSCAR_Cr2In5_1_z025,6.4899,3.161,44,0.022242,-0.285714,0,0.285714,4.167,-4.167,0.005
Ag,POSCAR_Cr2In5_1_z050,6.2561,3.456,44,0.019938,-0.285714,0,0.285714,4.178,-4.18,-0.002
Ag,POSCAR_Cr2In5_1_z950,7.2967,3.217,44,0.028166,-0.285714,-0.142857,0.285714,4.127,-4.128,0.001
Ag,POSCAR_Cr2In5_1_z975,7.0115,2.948,44,0.024369,-0.285714,-0.142857,0.285714,4.141,-4.141,0.004
Ag,POSCAR_Cr2In8_2_x025,6.3671,0.754,64,0.009672,-0.333333,0.428571,0.142857,4.161,-4.162,-0.003
Ag,POSCAR_Cr2In8_2_x050,6.1386,0.883,65,0.010291,0.166667,-0.285714,0.285714,4.174,-4.175,-0.003
Ag,POSCAR_Cr2In8_2_x950,7.1874,0.885,62,0.010797,0,-0.142857,0.428571,4.125,-4.126,-0.002
Ag,POSCAR_Cr2In8_2_x975,6.8926,0.708,62,0.011759,-0.166667,-0.142857,0.428571,4.137,-4.137,0
Ag,POSCAR_Cr2In8_2_y025,6.3584,0.898,62,0.011531,0.5,-0.285714,0.428571,4.165,-4.167,-0.004
Ag,POSCAR_Cr2In8_2_y050,6.1301,1.115,64,0.011928,0.166667,-0.285714,0.428571,4.182,-4.183,-0.005
Ag,POSCAR_Cr2In8_2_y950,7.2014,0.722,65,0.0115,0,0.285714,0.285714,4.113,-4.113,0.002
Ag,POSCAR_Cr2In8_2_y975,6.9075,0.749,63,0.009909,-0.333333,-0.142857,0.428571,4.132,-4.133,-0.002
Ag,POSCAR_Cr2In8_2_z025,6.3802,0.831,61,0.013678,0.5,-0.428571,0.285714,4.16,-4.161,-0.004
Ag,POSCAR_Cr2In8_2_z050,6.1422,0.581,63,0.012439,0,-0.142857,0.428571,4.171,-4.172,0
Ag,POSCAR_Cr2In8_2_z950,7.1405,0.993,64,0.012149,-0.333333,0.285714,0.285714,4.123,-4.125,-0.003
Ag,POSCAR_Cr2In8_2_z975,6.8789,0.712,61,0.011524,-0.333333,0.285714,0.142857,4.137,-4.137,0
Ag,POSCAR_Cr2N2_7_x025,8.2584,0.425,17,0.756821,0,-0.285714,0.25,2.948,-2.948,0
Ag,POSCAR_Cr2N2_7_x050,8.1,0.421,17,0.794084,0,-0.285714,0.25,2.973,-2.973,0
Ag,POSCAR_Cr2N2_7_x950,9.4074,0.512,17,0.750685,0.285714,0,0.25,2.867,-2.867,0
Ag,POSCAR_Cr2N2_7_x975,8.9703,0.444,17,0.745881,0.285714,0,0.25,2.895,-2.895,0
Ag,POSCAR_Cr2N2_7_y025,8.2585,0.428,17,0.75627,0.285714,0,0.25,2.948,-2.948,0
Ag,POSCAR_Cr2N2_7_y050,8.1002,0.427,17,0.793872,0.285714,0,0.25,2.973,-2.973,0
Ag,POSCAR_Cr2N2_7_y950,9.4084,0.499,17,0.750712,0,-0.285714,0.25,2.867,-2.867,0
Ag,POSCAR_Cr2N2_7_y975,8.9702,0.441,17,0.746285,0,-0.285714,0.25,2.895,-2.895,0
Ag,POSCAR_Cr2N2_7_z025,8.3926,0.42,16,0.53944,0.285714,0,0.125,2.955,-2.955,0
Ag,POSCAR_Cr2N2_7_z050,8.159,0.388,16,0.509981,0.285714,0,0.125,2.986,-2.986,0
Ag,POSCAR_Cr2N2_7_z950,9.3398,0.465,17,0.869943,0,-0.285714,0.25,2.851,-2.851,0
Ag,POSCAR_Cr2N2_7_z975,8.8406,0.437,17,0.812995,0,-0.285714,0.25,2.888,-2.888,0
Ag,POSCAR_Cr2O2_2_x025,5.205,129.977,18,1.279911,0.461539,0,0.5,3.681,-3.669,0.006
Ag,POSCAR_Cr2O2_2_x975,5.7338,133.787,18,1.368685,0,0.461539,0.5,3.656,-3.668,-0.007
Ag,POSCAR_Cr2O2_2_y025,5.2108,130.351,18,1.279356,0,0.461539,0.5,3.669,-3.681,-0.006
Ag,POSCAR_Cr2O2_2_y975,5.7402,133.887,18,1.369426,0.461539,0,0.5,3.668,-3.656,0.007
Ag,POSCAR_Cr2O2_2_z025,5.0515,4.445,18,1.117426,0.461539,0,0.5,3.685,-3.685,0
Ag,POSCAR_Cr2O2_2_z050,4.6779,0.305,18,1.041263,0.461539,0,0.5,3.699,-3.699,0
Ag,POSCAR_Cr2O2_2_z950,6.1081,0.201,18,1.367022,0.461539,0,0.5,3.629,-3.629,0
Ag,POSCAR_Cr2O2_2_z975,5.7493,3.908,18,1.279056,0.461539,0,0.5,3.651,-3.651,0
Ag,POSCAR_Cr2O4_2_x025,4.4597,0.196,22,0.745481,0.5,-0.333333,0.333333,2.184,-2.184,0
Ag,POSCAR_Cr2O4_2_x050,4.2507,0.188,22,0.670347,0.5,-0.333333,0.333333,2.238,-2.238,0
Ag,POSCAR_Cr2O4_2_x950,5.5508,0.264,23,0.743934,0,-0.222222,0.222222,2.047,-2.047,0
Ag,POSCAR_Cr2O4_2_x975,5.1694,0.222,23,0.68139,0,-0.333333,0.333333,2.089,-2.089,0
Ag,POSCAR_Cr2O4_2_y025,4.4982,0.152,22,0.724233,0.5,-0.333333,0.333333,2.167,-2.167,0
Ag,POSCAR_Cr2O4_2_y050,4.2245,0.143,22,0.697255,-0.285714,0.222222,0.222222,2.204,-2.204,0
Ag,POSCAR_Cr2O4_2_y950,5.5571,0.137,23,0.641504,0,0.333333,0.222222,2.077,-2.077,0
Ag,POSCAR_Cr2O4_2_y975,5.2733,0.17,23,0.673865,0,0.333333,0.222222,2.104,-2.105,0
Ag,POSCAR_Cr2O4_2_z025,4.4977,0.161,22,0.724086,0.5,-0.333333,0.333333,2.167,-2.167,0
Ag,POSCAR_Cr2O4_2_z050,4.2241,0.157,22,0.698544,-0.285714,0.222222,0.222222,2.204,-2.204,0
Ag,POSCAR_Cr2O4_2_z950,5.5578,0.13,23,0.640991,0,0.222222,0.333333,2.077,-2.077,0
Ag,POSCAR_Cr2O4_2_z975,5.2739,0.171,23,0.673633,0,0.222222,0.333333,2.105,-2.105,0
Ag,POSCAR_Cr2P18_1_x025,8.9272,1.952,58,0.009612,0.5,0,0,3.578,-3.581,-0.002
Ag,POSCAR_Cr2P18_1_x050,8.5865,1.956,56,0.009259,-0.375,0.285714,0.2,3.634,-3.636,-0.002
Ag,POSCAR_Cr2P18_1_x950,9.9711,1.708,56,0.009284,0.375,0.285714,0.4,3.341,-3.342,0.001
Ag,POSCAR_Cr2P18_1_x975,9.6158,1.63,57,0.009234,0.5,0.285714,0.2,3.415,-3.417,0.001
Ag,POSCAR_Cr2P18_1_y025,8.9198,1.952,57,0.008596,-0.375,0.285714,0.2,3.553,-3.556,-0.002
Ag,POSCAR_Cr2P18_1_y050,8.5776,1.988,56,0.009382,0,0,0.4,3.593,-3.595,-0.002
Ag,POSCAR_Cr2P18_1_y950,9.9777,1.58,55,0.009256,0.5,-0.142857,0.4,3.321,-3.323,-0.003
Ag,POSCAR_Cr2P18_1_y975,9.625,2.059,57,0.010915,-0.375,0.285714,0.2,3.421,-3.425,-0.005
Ag,POSCAR_Cr2P18_1_z025,8.927,1.398,57,0.009201,-0.375,0.285714,0.2,3.524,-3.525,0
Ag,POSCAR_Cr2P18_1_z050,8.6074,1.616,57,0.010014,-0.375,0.285714,0,3.554,-3.555,0.002
Ag,POSCAR_Cr2P18_1_z950,9.9902,2.236,55,0.00882,0.5,-0.142857,0.4,3.37,-3.372,-0.001
Ag,POSCAR_Cr2P18_1_z975,9.6205,2.313,56,0.009094,-0.25,-0.428571,0.2,3.459,-3.462,-0.005
Ag,POSCAR_Cr2P4_2_x025,7.5345,0.271,22,0.288408,-0.4,-0.25,0.142857,3.464,-3.464,0
Ag,POSCAR_Cr2P4_2_x050,7.2215,0.385,22,0.309122,0.466667,-0.25,0.142857,3.482,-3.482,0
Ag,POSCAR_Cr2P4_2_x950,8.6033,0.276,23,0.374571,-0.333333,-0.25,0.285714,3.442,-3.441,0
Ag,POSCAR_Cr2P4_2_x975,8.2258,4.556,23,0.34604,-0.333333,-0.25,0.285714,3.436,-3.436,0.001
Ag,POSCAR_Cr2P4_2_y025,7.5844,7.016,23,0.332749,-0.333333,-0.25,0.285714,3.501,-3.5,0
Ag,POSCAR_Cr2P4_2_y050,7.374,0.415,23,0.354754,0.333333,0.25,0.285714,3.563,-3.562,0
Ag,POSCAR_Cr2P4_2_y950,8.4316,0.714,23,0.359357,0.266667,-0.25,0.285714,3.337,-3.336,0
Ag,POSCAR_Cr2P4_2_y975,8.1293,1.428,23,0.321514,0.266667,-0.25,0.285714,3.393,-3.393,0
Ag,POSCAR_Cr2P4_2_z025,7.5636,2.378,21,0.304193,0.266667,-0.25,0.285714,3.492,-3.492,0
Ag,POSCAR_Cr2P4_2_z050,7.2802,0.37,21,0.324849,0.266667,-0.25,0.285714,3.557,-3.557,0.001
Ag,POSCAR_Cr2P4_2_z950,8.4424,13.069,23,0.423374,0.333333,0.25,0.285714,3.369,-3.368,0
Ag,POSCAR_Cr2P4_2_z975,8.1398,11.312,23,0.361993,-0.333333,-0.25,0.285714,3.408,-3.408,0
Ag,POSCAR_Cr2P8_1_x025,6.41,0.191,32,1.227193,-0.25,0.25,0,3.75,-3.75,0
Ag,POSCAR_Cr2P8_1_x050,6.1182,0.195,32,1.183394,-0.25,0.25,0,3.768,-3.768,0
Ag,POSCAR_Cr2P8_1_x950,7.3488,0.243,32,1.274724,-0.25,0.25,0,3.691,-3.691,0
Ag,POSCAR_Cr2P8_1_x975,7.0289,0.252,32,1.275212,-0.25,0.25,0,3.711,-3.711,0
Ag,POSCAR_Cr2P8_1_y025,6.4215,0.199,32,1.199041,-0.25,0.25,0,3.754,-3.754,0
Ag,POSCAR_Cr2P8_1_y050,6.1417,0.196,32,1.128046,-0.25,0.25,0,3.775,-3.775,0
Ag,POSCAR_Cr2P8_1_y950,7.299,0.456,32,1.172941,0.25,-0.25,0.166667,3.672,-3.672,0.001
Ag,POSCAR_Cr2P8_1_y975,7.0034,0.251,32,1.304026,-0.25,0.25,0,3.705,-3.705,0
Ag,POSCAR_Cr2P8_1_z025,6.463,0.186,32,1.218012,-0.25,0.25,0,3.755,-3.755,0
Ag,POSCAR_Cr2P8_1_z050,6.2045,0.221,32,1.177292,-0.25,0.25,0.166667,3.776,-3.776,0
Ag,POSCAR_Cr2P8_1_z950,7.2421,0.248,32,1.294144,-0.25,0.25,0,3.679,-3.679,0
Ag,POSCAR_Cr2P8_1_z975,6.972,0.37,32,1.285479,-0.25,0.25,0,3.706,-3.706,0
Ag,POSCAR_Cr2P8_2_x025,6.8048,1.549,31,0.3588,0.5,0.285714,0.285714,3.698,-3.698,-0.001
Ag,POSCAR_Cr2P8_2_x050,6.5574,1.577,31,0.333003,0.5,0.285714,0.285714,3.733,-3.734,-0.002
Ag,POSCAR_Cr2P8_2_x950,7.4949,1.624,31,0.369035,0.5,0.285714,0.285714,3.596,-3.597,0
Ag,POSCAR_Cr2P8_2_x975,7.2657,1.546,31,0.381908,0.5,0.285714,0.285714,3.631,-3.632,-0.001
Ag,POSCAR_Cr2P8_2_y025,6.7649,1.652,31,0.342493,0.5,0.285714,0.285714,3.687,-3.688,-0.001
Ag,POSCAR_Cr2P8_2_y050,6.4749,1.78,30,0.341045,0.25,-0.428571,0.428571,3.711,-3.712,-0.001
Ag,POSCAR_Cr2P8_2_y950,7.6085,1.673,30,0.414385,0.125,-0.428571,0.285714,3.622,-3.623,-0.001
Ag,POSCAR_Cr2P8_2_y975,7.3458,1.774,31,0.383121,0.5,0.285714,0.285714,3.644,-3.645,0
Ag,POSCAR_Cr2P8_2_z025,6.7334,1.771,31,0.346543,0.5,0.285714,0.285714,3.69,-3.691,-0.001
Ag,POSCAR_Cr2P8_2_z050,6.3926,1.858,32,0.345603,0.5,-0.285714,0.142857,3.712,-3.713,-0.001
Ag,POSCAR_Cr2P8_2_z950,7.6585,1.904,31,0.364473,0.125,-0.428571,0.285714,3.601,-3.602,-0.003
Ag,POSCAR_Cr2P8_2_z975,7.3409,1.622,31,0.380539,0.5,0.285714,0.285714,3.636,-3.637,-0.001
Ag,POSCAR_Cr2Pb13_1_x025,6.3774,1.712,103,0.019133,0.285714,0.333333,0.5,4.229,-4.23,-0.002
Ag,POSCAR_Cr2Pb13_1_x050,6.1349,1.578,103,0.018963,0.285714,0.333333,0.5,4.238,-4.238,0.003
Ag,POSCAR_Cr2Pb13_1_x950,7.1949,1.962,103,0.01767,0.285714,0.333333,0.5,4.197,-4.198,-0.005
Ag,POSCAR_Cr2Pb13_1_x975,6.9079,2.013,103,0.019137,0.285714,0.333333,0.5,4.209,-4.21,-0.004
Ag,POSCAR_Cr2Pb13_1_y025,6.3631,2.443,103,0.01845,0.285714,0.333333,0.5,4.227,-4.228,0.002
Ag,POSCAR_Cr2Pb13_1_y050,6.105,1.485,105,0.021467,0,0.5,0,4.233,-4.234,0.001
Ag,POSCAR_Cr2Pb13_1_y950,7.2212,1.696,103,0.019999,0.285714,0.333333,0.5,4.203,-4.204,0.001
Ag,POSCAR_Cr2Pb13_1_y975,6.9237,1.643,103,0.020962,0.285714,0.333333,0.5,4.212,-4.213,0.002
Ag,POSCAR_Cr2Pb13_1_z025,6.3772,1.642,103,0.018798,0.285714,0.333333,0.5,4.231,-4.232,0
Ag,POSCAR_Cr2Pb13_1_z050,6.1317,1.697,103,0.015753,0.285714,0.333333,0.5,4.24,-4.241,-0.004
Ag,POSCAR_Cr2Pb13_1_z950,7.1826,2.193,102,0.022564,0.285714,0,0.5,4.194,-4.195,-0.003
Ag,POSCAR_Cr2Pb13_1_z975,6.9061,2.021,103,0.01935,0.285714,0.333333,0.5,4.208,-4.208,0.002
Ag,POSCAR_Cr2Pb8_2_x025,6.1715,0.246,68,0.012092,-0.285714,-0.166667,0.333333,4.175,-4.175,-0.001
Ag,POSCAR_Cr2Pb8_2_x050,5.9213,0.22,68,0.010814,-0.285714,-0.166667,0.333333,4.184,-4.184,0.001
Ag,POSCAR_Cr2Pb8_2_x950,6.9458,0.185,68,0.014205,-0.285714,-0.166667,0.333333,4.139,-4.139,0
Ag,POSCAR_Cr2Pb8_2_x975,6.6692,0.242,68,0.014307,-0.285714,-0.166667,0.333333,4.152,-4.152,0
Ag,POSCAR_Cr2Pb8_2_y025,6.1432,0.469,68,0.012365,-0.285714,-0.166667,0.333333,4.175,-4.175,0
Ag,POSCAR_Cr2Pb8_2_y050,5.8802,0.544,68,0.011306,-0.285714,-0.166667,0.333333,4.186,-4.186,0
Ag,POSCAR_Cr2Pb8_2_y950,6.96,0.664,68,0.0151,-0.285714,-0.166667,0.333333,4.136,-4.136,0
Ag,POSCAR_Cr2Pb8_2_y975,6.671,0.509,68,0.014526,-0.285714,-0.166667,0.333333,4.151,-4.151,0
Ag,POSCAR_Cr2Pb8_2_z025,6.144,0.479,68,0.013568,-0.285714,-0.166667,0.333333,4.175,-4.175,0
Ag,POSCAR_Cr2Pb8_2_z050,5.8811,0.5,68,0.011942,-0.285714,-0.166667,0.333333,4.186,-4.186,0
Ag,POSCAR_Cr2Pb8_2_z950,6.9575,0.764,68,0.014027,0.285714,-0.333333,0.166667,4.136,-4.136,-0.002
Ag,POSCAR_Cr2Pb8_2_z975,6.6739,0.487,68,0.012793,0.285714,-0.333333,0.166667,4.151,-4.151,0
Ag,POSCAR_Cr2S2_1_x025,5.3168,1.571,18,0.719078,-0.363636,0.083333,0.285714,3.761,-3.761,0
Ag,POSCAR_Cr2S2_1_x050,5.0779,1.537,18,0.676615,-0.272727,-0.083333,0.285714,3.77,-3.77,0
Ag,POSCAR_Cr2S2_1_x950,6.4484,1.834,18,0.879047,-0.272727,0,0.285714,3.726,-3.726,0
Ag,POSCAR_Cr2S2_1_x975,6.1859,1.535,18,0.822587,-0.272727,0,0.285714,3.74,-3.739,0
Ag,POSCAR_Cr2S2_1_y025,5.5358,1.501,18,0.792498,-0.272727,-0.083333,0.285714,3.764,-3.764,0
Ag,POSCAR_Cr2S2_1_y050,5.1775,1.526,18,0.81904,-0.272727,-0.083333,0.285714,3.775,-3.775,0
Ag,POSCAR_Cr2S2_1_y950,6.2542,1.731,18,0.725002,-0.272727,0,0.285714,3.721,-3.721,0
Ag,POSCAR_Cr2S2_1_y975,6.0271,1.535,18,0.74726,-0.272727,0,0.285714,3.737,-3.737,0
Ag,POSCAR_Cr2S2_1_z025,5.4102,1.739,18,0.746748,-0.272727,0,0.285714,3.766,-3.766,0
Ag,POSCAR_Cr2S2_1_z050,5.231,1.798,18,0.726215,-0.272727,0,0.285714,3.78,-3.78,0
Ag,POSCAR_Cr2S2_1_z950,6.3646,1.889,18,0.819967,-0.272727,-0.083333,0.285714,3.716,-3.715,0
Ag,POSCAR_Cr2S2_1_z975,6.0721,1.455,18,0.793052,-0.272727,-0.083333,0.285714,3.734,-3.734,0
Ag,POSCAR_Cr2S2_2_x025,5.1978,32.729,18,0.589764,0.454545,0.3,0.142857,3.79,-3.793,-0.003
Ag,POSCAR_Cr2S2_2_x050,4.8965,60.059,18,0.594982,0.454545,0.3,0.142857,3.8,-3.807,-0.007
Ag,POSCAR_Cr2S2_2_x950,6.1385,79.762,18,0.630364,0.090909,-0.4,0.428571,3.756,-3.747,0.009
Ag,POSCAR_Cr2S2_2_x975,5.7734,39.124,18,0.590833,0.090909,-0.4,0.428571,3.768,-3.764,0.005
Ag,POSCAR_Cr2S2_2_y025,5.147,37.359,18,0.568882,0.090909,-0.4,0.428571,3.792,-3.787,0.004
Ag,POSCAR_Cr2S2_2_y050,4.7654,72.05,18,0.593348,0.090909,-0.4,0.428571,3.803,-3.794,0.008
Ag,POSCAR_Cr2S2_2_y950,6.085,73.363,18,0.614809,0.454545,0.3,0.142857,3.751,-3.758,-0.008
Ag,POSCAR_Cr2S2_2_y975,5.7037,35.059,18,0.604426,0.454545,0.3,0.142857,3.766,-3.769,-0.004
Ag,POSCAR_Cr2S2_2_z025,5.1452,2.292,18,0.569787,0.454545,0.3,0.142857,3.789,-3.788,0
Ag,POSCAR_Cr2S2_2_z050,4.8976,2.207,18,0.55592,0.454545,0.3,0.142857,3.798,-3.797,0
Ag,POSCAR_Cr2S2_2_z950,6.0344,2.333,18,0.681751,0,0.4,0.428571,3.759,-3.759,0
Ag,POSCAR_Cr2S2_2_z975,5.6708,2.332,18,0.615927,0.090909,-0.4,0.428571,3.77,-3.769,0
Ag,POSCAR_Cr2S2_3_x025,5.2541,5.857,18,0.021069,-0.416667,0,0.166667,3.77,-3.77,0
Ag,POSCAR_Cr2S2_3_x050,5.0268,7.249,18,0.021758,-0.416667,0,0.166667,3.78,-3.779,0
Ag,POSCAR_Cr2S2_3_x950,6.0159,1.664,18,0.018661,-0.416667,0,0.166667,3.746,-3.746,0
Ag,POSCAR_Cr2S2_3_x975,5.7531,2.186,18,0.019457,-0.416667,0,0.166667,3.752,-3.752,0
Ag,POSCAR_Cr2S2_3_y025,5.271,3.11,18,0.019378,-0.416667,0,0.166667,3.771,-3.77,0
Ag,POSCAR_Cr2S2_3_y050,5.0419,2.673,18,0.018317,-0.416667,0,0.166667,3.78,-3.78,0
Ag,POSCAR_Cr2S2_3_y950,6.0059,6.927,18,0.02336,0.333333,0,0,3.744,-3.744,0
Ag,POSCAR_Cr2S2_3_y975,5.7517,4.84,18,0.020997,-0.416667,0,0.166667,3.752,-3.752,0
Ag,POSCAR_Cr2S2_3_z025,5.1153,2.241,18,0.019308,-0.416667,0,0.166667,3.771,-3.771,0
Ag,POSCAR_Cr2S2_3_z050,4.7699,1.278,18,0.01779,-0.416667,0,0.166667,3.78,-3.78,0
Ag,POSCAR_Cr2S2_3_z950,6.308,3.871,18,0.022393,-0.25,0.083333,0,3.742,-3.741,0.001
Ag,POSCAR_Cr2S2_3_z975,5.8622,5.702,18,0.020954,0.333333,0,0,3.754,-3.753,0.002
Ag,POSCAR_Cr2S2_5_x025,5.0402,34.091,18,0.604233,0.454545,0.3,0.428571,3.791,-3.793,-0.001
Ag,POSCAR_Cr2S2_5_x050,4.8455,64.996,18,0.631912,0.454545,0.3,0.428571,3.801,-3.805,-0.003
